Performance Profiler Log
Started: 20260412_032539
---
Frame,Total_ms,Accounted_ms,Unaccounted_ms,Render_ms,ChunkUpdate_ms,ChunkStream_ms,ChunkAdopt_ms,ChunkMesh_ms,Physics_ms,SettlementScan_ms,SettlementRuntime_ms,Entity_ms,Input_ms,DebugUI_ms
StartGraphics: preset=high display=borderless grid=33 render_distance=16 far_lod=0 experimental_far=0 render_scale=100 anisotropy=16 aa=1 smooth=1 shadow=3 water=1 black_walls=0 vsync=1 fog=0 window=3840x2400 fullscreen=3840x2400 overlays[F6=0 F7=0 F8=0] pause_view=5
0,16055.597,15.276,16040.320,14.237,0.006,0.528,0.370,0.006,0.051,0.001,0.002,0.004,0.002,0.069
1,15.928,15.836,0.092,14.515,0.007,0.661,0.495,0.006,0.052,0.001,0.002,0.003,0.004,0.090
2,16.619,16.529,0.090,15.234,0.007,0.636,0.490,0.007,0.062,0.001,0.002,0.003,0.004,0.084
3,15.801,15.705,0.095,14.394,0.007,0.639,0.505,0.007,0.054,0.001,0.002,0.004,0.004,0.088
4,16.787,16.696,0.090,15.399,0.007,0.644,0.490,0.007,0.055,0.001,0.002,0.003,0.004,0.084
5,16.997,16.906,0.091,15.578,0.008,0.659,0.501,0.007,0.057,0.001,0.002,0.003,0.004,0.088
6,16.195,16.104,0.091,14.827,0.008,0.633,0.478,0.007,0.055,0.001,0.002,0.003,0.004,0.087
7,16.599,16.506,0.093,15.211,0.007,0.646,0.484,0.006,0.057,0.001,0.002,0.003,0.004,0.084
8,17.356,17.265,0.091,15.970,0.007,0.643,0.485,0.007,0.056,0.001,0.002,0.003,0.004,0.086
9,15.897,15.791,0.107,14.463,0.007,0.665,0.493,0.007,0.059,0.001,0.002,0.003,0.004,0.087
10,16.481,16.401,0.080,15.367,0.006,0.512,0.383,0.006,0.050,0.001,0.002,0.004,0.003,0.069
11,15.940,15.846,0.094,14.545,0.007,0.633,0.485,0.007,0.069,0.001,0.002,0.003,0.004,0.090
12,16.067,15.976,0.090,14.693,0.007,0.633,0.488,0.007,0.054,0.001,0.002,0.003,0.004,0.086
