Performance Profiler Log
Started: 20260413_012825
---
Frame,Total_ms,Accounted_ms,Unaccounted_ms,Render_ms,ChunkUpdate_ms,CU_ManagerUpdate_ms,CU_Eviction_ms,CU_SyncLoad_ms,CU_SyncWorldgen_ms,CU_SyncMesh_ms,ChunkStream_ms,ChunkAdopt_ms,ChunkMesh_ms,Physics_ms,SettlementScan_ms,SettlementRuntime_ms,Entity_ms,Input_ms,DebugUI_ms,ChunksEvicted,ChunksSyncGen,ChunksSyncLoaded,DesiredCount,ResidentCount
25,16.369,16.303,0.067,16.100,0.001,0.001,0.000,0.000,0.000,0.000,0.052,0.024,0.007,0.031,0.018,0.002,0.003,0.003,0.061,0,0,0,81,75
26,16.765,16.698,0.067,16.494,0.002,0.001,0.000,0.000,0.000,0.000,0.052,0.024,0.007,0.031,0.018,0.002,0.002,0.004,0.061,0,0,0,81,75
27,16.461,16.394,0.067,16.191,0.001,0.001,0.000,0.000,0.000,0.000,0.052,0.024,0.007,0.031,0.018,0.002,0.002,0.003,0.062,0,0,0,81,75
28,16.557,16.490,0.068,16.283,0.001,0.001,0.000,0.000,0.000,0.000,0.054,0.023,0.007,0.034,0.018,0.002,0.002,0.003,0.064,0,0,0,81,75
29,16.823,16.756,0.067,16.556,0.002,0.001,0.000,0.000,0.000,0.000,0.051,0.024,0.007,0.031,0.017,0.002,0.002,0.003,0.061,0,0,0,81,75
30,18.265,18.199,0.067,17.998,0.001,0.001,0.000,0.000,0.000,0.000,0.051,0.025,0.006,0.032,0.017,0.002,0.002,0.003,0.061,0,0,0,81,75
31,15.027,14.960,0.067,14.758,0.002,0.001,0.000,0.000,0.000,0.000,0.052,0.024,0.007,0.031,0.018,0.002,0.002,0.003,0.061,0,0,0,81,75
32,16.409,16.342,0.067,16.140,0.001,0.001,0.000,0.000,0.000,0.000,0.053,0.024,0.007,0.031,0.018,0.002,0.002,0.003,0.061,0,0,0,81,75
33,16.539,16.472,0.067,16.270,0.002,0.001,0.000,0.000,0.000,0.000,0.052,0.024,0.006,0.032,0.018,0.002,0.003,0.003,0.061,0,0,0,81,75
34,16.563,16.495,0.068,16.295,0.001,0.001,0.000,0.000,0.000,0.000,0.052,0.024,0.007,0.030,0.018,0.002,0.003,0.003,0.061,0,0,0,81,75
35,16.862,16.796,0.066,16.582,0.001,0.001,0.000,0.000,0.000,0.000,0.052,0.036,0.007,0.030,0.018,0.002,0.003,0.003,0.061,0,0,0,81,75
36,16.227,16.160,0.067,15.951,0.002,0.001,0.000,0.000,0.000,0.000,0.052,0.024,0.007,0.036,0.019,0.002,0.003,0.003,0.063,0,0,0,81,75
37,17.029,16.962,0.067,16.746,0.001,0.001,0.000,0.000,0.000,0.000,0.052,0.036,0.007,0.031,0.018,0.002,0.002,0.003,0.063,0,0,0,81,75
38,16.458,16.390,0.068,16.186,0.002,0.001,0.000,0.000,0.000,0.000,0.053,0.024,0.007,0.031,0.018,0.002,0.002,0.003,0.062,0,0,0,81,75
39,16.544,16.477,0.067,16.278,0.001,0.001,0.000,0.000,0.000,0.000,0.052,0.024,0.007,0.029,0.018,0.002,0.002,0.003,0.061,0,0,0,81,75
40,17.642,17.575,0.067,17.375,0.001,0.001,0.000,0.000,0.000,0.000,0.051,0.024,0.008,0.029,0.018,0.002,0.002,0.003,0.060,0,0,0,81,75
41,15.860,15.788,0.072,15.569,0.002,0.001,0.000,0.000,0.000,0.000,0.053,0.024,0.007,0.037,0.019,0.002,0.003,0.003,0.069,0,0,0,81,75
42,16.431,16.361,0.070,16.159,0.001,0.001,0.000,0.000,0.000,0.000,0.052,0.025,0.007,0.032,0.018,0.002,0.002,0.003,0.060,0,0,0,81,75
43,16.294,16.228,0.067,16.026,0.001,0.001,0.000,0.000,0.000,0.000,0.052,0.024,0.007,0.032,0.018,0.002,0.002,0.003,0.061,0,0,0,81,75
44,17.269,17.204,0.065,16.997,0.001,0.001,0.000,0.000,0.000,0.000,0.058,0.024,0.007,0.031,0.018,0.002,0.002,0.004,0.060,0,0,0,81,75
45,16.575,16.504,0.071,16.281,0.001,0.001,0.000,0.000,0.000,0.000,0.056,0.025,0.007,0.037,0.019,0.002,0.003,0.004,0.068,0,0,0,81,75
46,16.057,15.989,0.069,15.781,0.001,0.001,0.000,0.000,0.000,0.000,0.055,0.024,0.007,0.032,0.019,0.002,0.003,0.004,0.062,0,0,0,81,75
47,16.791,16.734,0.057,16.581,0.001,0.001,0.000,0.000,0.000,0.000,0.038,0.016,0.006,0.026,0.014,0.002,0.002,0.003,0.045,0,0,0,81,75
48,16.215,16.148,0.067,15.947,0.001,0.001,0.000,0.000,0.000,0.000,0.052,0.024,0.006,0.030,0.018,0.002,0.002,0.003,0.062,0,0,0,81,75
49,16.499,16.436,0.064,16.238,0.001,0.001,0.000,0.000,0.000,0.000,0.048,0.023,0.007,0.032,0.017,0.002,0.003,0.003,0.061,0,0,0,81,75
50,17.206,17.140,0.066,16.943,0.002,0.001,0.000,0.000,0.000,0.000,0.052,0.024,0.007,0.030,0.018,0.002,0.002,0.003,0.057,0,0,0,81,75
51,16.880,16.812,0.069,16.592,0.002,0.001,0.000,0.000,0.000,0.000,0.065,0.022,0.007,0.034,0.019,0.002,0.002,0.003,0.062,0,0,0,81,75
52,17.140,17.068,0.072,16.851,0.002,0.001,0.000,0.000,0.000,0.000,0.055,0.025,0.008,0.036,0.018,0.002,0.004,0.003,0.065,0,0,0,81,75
53,16.143,9.909,6.235,9.647,0.002,0.002,0.000,0.000,0.000,0.000,0.056,0.024,0.007,0.037,0.027,0.002,0.003,0.003,0.100,0,0,0,81,75
54,16.288,10.204,6.084,9.939,0.002,0.002,0.000,0.000,0.000,0.000,0.058,0.025,0.008,0.049,0.023,0.002,0.002,0.003,0.092,0,0,0,81,75
55,14.564,8.061,6.503,7.803,0.002,0.002,0.000,0.000,0.000,0.000,0.059,0.027,0.007,0.036,0.018,0.002,0.003,0.004,0.099,0,0,0,81,75
56,17.501,10.844,6.656,10.538,0.004,0.002,0.000,0.000,0.000,0.000,0.069,0.027,0.009,0.034,0.019,0.002,0.002,0.003,0.139,0,0,0,81,75
57,15.404,6.844,8.560,0.957,0.002,0.001,0.000,0.000,0.000,0.000,0.042,4.367,1.326,0.035,0.042,0.002,0.003,0.003,0.065,0,0,0,81,75
58,15.042,10.908,4.134,10.757,0.001,0.001,0.000,0.000,0.000,0.000,0.042,0.017,0.003,0.022,0.014,0.002,0.001,0.003,0.046,0,0,0,81,75
59,17.003,11.219,5.784,10.988,0.002,0.001,0.000,0.000,0.000,0.000,0.053,0.024,0.006,0.031,0.019,0.002,0.003,0.003,0.088,0,0,0,81,75
60,15.895,10.041,5.854,9.751,0.002,0.001,0.000,0.000,0.000,0.000,0.040,0.129,0.004,0.031,0.018,0.002,0.003,0.003,0.059,0,0,0,81,75
61,16.950,13.104,3.847,12.947,0.001,0.001,0.000,0.000,0.000,0.000,0.036,0.016,0.006,0.024,0.013,0.002,0.002,0.003,0.054,0,0,0,81,75
62,16.406,10.835,5.571,10.599,0.002,0.001,0.000,0.000,0.000,0.000,0.053,0.024,0.008,0.035,0.019,0.002,0.003,0.003,0.087,0,0,0,81,75
63,16.954,12.858,4.096,12.628,0.003,0.002,0.000,0.000,0.000,0.000,0.056,0.018,0.009,0.027,0.014,0.002,0.002,0.002,0.097,0,0,0,81,75
64,16.157,10.555,5.602,10.344,0.002,0.001,0.000,0.000,0.000,0.000,0.051,0.024,0.006,0.031,0.017,0.002,0.002,0.003,0.073,0,0,0,81,75
65,16.620,11.162,5.458,10.950,0.002,0.001,0.000,0.000,0.000,0.000,0.052,0.024,0.007,0.030,0.018,0.002,0.003,0.003,0.073,0,0,0,81,75
66,16.438,10.990,5.449,10.784,0.002,0.001,0.000,0.000,0.000,0.000,0.051,0.024,0.006,0.030,0.017,0.002,0.002,0.003,0.069,0,0,0,81,75
67,17.167,11.801,5.367,11.590,0.002,0.001,0.000,0.000,0.000,0.000,0.052,0.024,0.006,0.029,0.018,0.002,0.002,0.003,0.072,0,0,0,81,75
68,16.238,11.588,4.649,11.408,0.002,0.001,0.000,0.000,0.000,0.000,0.039,0.016,0.006,0.029,0.014,0.002,0.002,0.002,0.067,0,0,0,81,75
69,16.436,10.530,5.906,10.318,0.002,0.001,0.000,0.000,0.000,0.000,0.051,0.023,0.006,0.029,0.018,0.002,0.002,0.003,0.076,0,0,0,81,75
70,16.532,11.075,5.457,10.620,0.002,0.002,0.000,0.000,0.000,0.000,0.061,0.026,0.007,0.029,0.017,0.002,0.002,0.003,0.306,0,0,0,81,75
71,16.630,11.815,4.815,11.626,0.001,0.001,0.000,0.000,0.000,0.000,0.039,0.018,0.004,0.030,0.018,0.002,0.003,0.003,0.071,0,0,0,81,75
72,16.785,11.271,5.514,11.064,0.001,0.001,0.000,0.000,0.000,0.000,0.052,0.024,0.006,0.032,0.018,0.002,0.003,0.003,0.067,0,0,0,81,75
73,17.024,11.474,5.550,11.274,0.002,0.001,0.000,0.000,0.000,0.000,0.051,0.023,0.006,0.031,0.017,0.002,0.003,0.003,0.064,0,0,0,81,75
74,16.352,9.130,7.223,4.249,0.002,0.001,0.000,0.000,0.000,0.000,0.068,3.015,1.579,0.130,0.016,0.002,0.003,0.003,0.064,0,0,0,81,75
75,16.297,12.243,4.054,12.081,0.002,0.001,0.000,0.000,0.000,0.000,0.038,0.016,0.005,0.024,0.013,0.002,0.002,0.003,0.059,0,0,0,81,75
76,16.706,10.753,5.953,10.562,0.002,0.001,0.000,0.000,0.000,0.000,0.039,0.016,0.006,0.030,0.018,0.002,0.002,0.003,0.074,0,0,0,81,75
77,17.603,12.164,5.439,11.959,0.001,0.001,0.000,0.000,0.000,0.000,0.051,0.023,0.006,0.029,0.017,0.002,0.002,0.003,0.070,0,0,0,81,75
78,14.950,10.938,4.012,6.674,0.002,0.001,0.000,0.000,0.000,0.000,0.039,2.665,1.434,0.035,0.025,0.002,0.003,0.003,0.057,0,0,0,81,75
79,16.408,11.551,4.857,11.385,0.001,0.001,0.000,0.000,0.000,0.000,0.036,0.015,0.005,0.029,0.017,0.002,0.003,0.003,0.054,0,0,0,81,75
80,17.719,12.265,5.454,12.060,0.001,0.001,0.000,0.000,0.000,0.000,0.051,0.023,0.007,0.029,0.017,0.002,0.002,0.003,0.070,0,0,0,81,75
81,15.530,10.679,4.850,5.996,0.002,0.001,0.000,0.000,0.000,0.000,0.042,3.183,1.347,0.026,0.015,0.002,0.002,0.003,0.062,0,0,0,81,75
82,16.943,11.332,5.611,11.100,0.002,0.001,0.000,0.000,0.000,0.000,0.052,0.024,0.007,0.030,0.028,0.002,0.003,0.003,0.082,0,0,0,81,75
83,16.538,10.895,5.643,10.680,0.002,0.001,0.000,0.000,0.000,0.000,0.052,0.023,0.007,0.036,0.018,0.002,0.003,0.003,0.071,0,0,0,81,75
84,16.343,8.259,8.084,2.562,0.002,0.001,0.000,0.000,0.000,0.000,0.044,3.576,1.969,0.025,0.015,0.002,0.001,0.003,0.062,0,0,0,81,75
85,16.234,12.079,4.155,11.890,0.002,0.001,0.000,0.000,0.000,0.000,0.041,0.018,0.005,0.030,0.026,0.002,0.003,0.003,0.060,0,0,0,81,75
86,17.061,12.749,4.312,12.588,0.001,0.001,0.000,0.000,0.000,0.000,0.040,0.017,0.005,0.023,0.015,0.001,0.002,0.003,0.052,0,0,0,81,75
87,16.699,11.204,5.495,10.996,0.002,0.001,0.000,0.000,0.000,0.000,0.049,0.024,0.006,0.030,0.017,0.002,0.003,0.003,0.073,0,0,0,81,75
88,16.165,12.097,4.069,7.641,0.002,0.001,0.000,0.000,0.000,0.000,0.041,2.937,1.394,0.025,0.001,0.001,0.003,0.003,0.049,0,0,0,81,75
89,15.824,10.286,5.538,10.098,0.001,0.001,0.000,0.000,0.000,0.000,0.051,0.024,0.006,0.029,0.001,0.002,0.002,0.003,0.068,0,0,0,81,75
90,17.044,10.149,6.895,4.897,0.002,0.001,0.000,0.000,0.000,0.000,0.043,2.923,2.185,0.027,0.001,0.002,0.002,0.003,0.065,0,0,0,81,75
91,16.890,12.819,4.071,12.675,0.001,0.001,0.000,0.000,0.000,0.000,0.041,0.018,0.004,0.024,0.001,0.002,0.002,0.003,0.050,0,0,0,81,75
92,16.485,10.303,6.181,10.097,0.002,0.001,0.000,0.000,0.000,0.000,0.054,0.024,0.007,0.031,0.001,0.002,0.002,0.003,0.080,0,0,0,81,75
93,16.923,11.411,5.511,11.210,0.003,0.002,0.000,0.000,0.000,0.000,0.052,0.024,0.006,0.030,0.001,0.002,0.003,0.003,0.078,0,0,0,81,75
94,16.605,11.890,4.716,7.169,0.001,0.001,0.000,0.000,0.000,0.000,0.041,3.241,1.349,0.027,0.001,0.002,0.002,0.003,0.054,0,0,0,81,75
95,16.583,12.473,4.110,12.321,0.001,0.001,0.000,0.000,0.000,0.000,0.041,0.018,0.003,0.029,0.001,0.002,0.003,0.003,0.052,0,0,0,81,75
96,16.466,12.509,3.957,12.360,0.002,0.001,0.000,0.000,0.000,0.000,0.037,0.016,0.006,0.026,0.001,0.002,0.002,0.002,0.055,0,0,0,81,75
97,13.712,7.475,6.237,2.990,0.002,0.001,0.000,0.000,0.000,0.000,0.041,2.902,1.440,0.030,0.001,0.002,0.003,0.003,0.062,0,0,0,81,75
98,17.091,13.007,4.084,12.858,0.002,0.001,0.000,0.000,0.000,0.000,0.037,0.016,0.007,0.024,0.001,0.002,0.002,0.003,0.056,0,0,0,81,75
99,16.029,10.570,5.460,10.389,0.001,0.001,0.000,0.000,0.000,0.000,0.039,0.018,0.005,0.045,0.001,0.002,0.003,0.003,0.063,0,0,0,81,75
100,16.861,11.322,5.540,10.593,0.001,0.001,0.000,0.000,0.000,0.000,0.579,0.030,0.014,0.029,0.001,0.002,0.002,0.003,0.066,0,0,0,81,75
101,16.853,13.876,2.977,8.963,0.001,0.001,0.000,0.000,0.000,0.000,0.041,2.994,1.795,0.021,0.001,0.001,0.002,0.002,0.053,0,0,0,81,75
102,16.031,10.354,5.677,10.156,0.002,0.001,0.000,0.000,0.000,0.000,0.051,0.023,0.007,0.029,0.001,0.002,0.003,0.003,0.077,0,0,0,81,75
103,16.800,11.324,5.477,11.138,0.002,0.001,0.000,0.000,0.000,0.000,0.052,0.023,0.006,0.029,0.001,0.002,0.002,0.003,0.065,0,0,0,81,75
104,17.387,11.632,5.755,11.439,0.002,0.001,0.000,0.000,0.000,0.000,0.050,0.024,0.006,0.030,0.001,0.002,0.002,0.003,0.073,0,0,0,81,75
105,15.752,10.372,5.380,4.595,0.002,0.001,0.000,0.000,0.000,0.000,0.041,3.643,1.846,0.037,0.001,0.002,0.137,0.003,0.067,0,0,0,81,75
106,16.879,11.291,5.588,11.088,0.002,0.001,0.000,0.000,0.000,0.000,0.053,0.023,0.007,0.030,0.001,0.002,0.003,0.003,0.080,0,0,0,81,75
107,15.962,11.957,4.005,11.784,0.001,0.001,0.000,0.000,0.000,0.000,0.038,0.016,0.006,0.038,0.002,0.002,0.004,0.003,0.063,0,0,0,81,75
108,16.651,11.097,5.554,10.907,0.002,0.001,0.000,0.000,0.000,0.000,0.051,0.024,0.006,0.028,0.001,0.002,0.003,0.003,0.071,0,0,0,81,75
109,16.400,11.545,4.855,11.373,0.002,0.002,0.000,0.000,0.000,0.000,0.038,0.016,0.006,0.035,0.001,0.002,0.003,0.003,0.065,0,0,0,81,75
110,16.800,11.381,5.419,11.190,0.001,0.001,0.000,0.000,0.000,0.000,0.052,0.024,0.006,0.031,0.001,0.002,0.002,0.003,0.069,0,0,0,81,75
111,16.679,11.167,5.512,10.974,0.002,0.002,0.000,0.000,0.000,0.000,0.044,0.018,0.006,0.036,0.002,0.002,0.003,0.004,0.077,0,0,0,81,75
112,16.459,12.358,4.101,12.204,0.001,0.001,0.000,0.000,0.000,0.000,0.041,0.018,0.005,0.030,0.001,0.001,0.002,0.003,0.051,0,0,0,81,75
113,16.472,11.028,5.444,10.842,0.002,0.001,0.000,0.000,0.000,0.000,0.050,0.023,0.006,0.030,0.001,0.002,0.002,0.003,0.068,0,0,0,81,75
114,16.377,10.141,6.236,9.962,0.002,0.001,0.000,0.000,0.000,0.000,0.039,0.016,0.007,0.032,0.001,0.002,0.002,0.003,0.076,0,0,0,81,75
115,17.715,9.874,7.841,5.282,0.002,0.001,0.000,0.000,0.000,0.000,0.043,3.031,1.407,0.030,0.002,0.002,0.003,0.003,0.069,0,0,0,81,75
116,15.951,10.561,5.390,10.388,0.002,0.001,0.000,0.000,0.000,0.000,0.044,0.017,0.006,0.027,0.001,0.002,0.002,0.002,0.071,0,0,0,81,75
117,16.373,10.823,5.550,10.621,0.002,0.001,0.000,0.000,0.000,0.000,0.052,0.024,0.006,0.030,0.001,0.002,0.003,0.003,0.078,0,0,0,81,75
118,17.662,12.191,5.471,12.002,0.002,0.002,0.000,0.000,0.000,0.000,0.051,0.024,0.007,0.029,0.001,0.002,0.002,0.003,0.069,0,0,0,81,75
119,16.023,9.457,6.566,5.827,0.002,0.001,0.000,0.000,0.000,0.000,0.042,2.107,1.370,0.036,0.001,0.002,0.003,0.003,0.065,0,0,0,81,75
120,14.327,6.316,8.011,1.123,0.002,0.001,0.000,0.000,0.000,0.000,0.041,3.697,1.345,0.037,0.001,0.002,0.003,0.003,0.063,0,0,0,81,75
121,15.748,10.136,5.612,9.954,0.002,0.001,0.000,0.000,0.000,0.000,0.048,0.016,0.006,0.029,0.001,0.002,0.003,0.003,0.072,0,0,0,81,75
122,17.757,13.513,4.244,13.368,0.001,0.001,0.000,0.000,0.000,0.000,0.041,0.018,0.005,0.024,0.001,0.002,0.002,0.003,0.050,0,0,0,81,75
123,15.545,11.028,4.516,6.663,0.001,0.001,0.000,0.000,0.000,0.000,0.042,2.833,1.404,0.026,0.001,0.001,0.002,0.003,0.052,0,0,0,81,75
124,16.942,11.473,5.470,11.284,0.001,0.001,0.000,0.000,0.000,0.000,0.051,0.024,0.006,0.030,0.001,0.002,0.003,0.003,0.069,0,0,0,81,75
125,16.414,10.932,5.482,10.724,0.002,0.001,0.000,0.000,0.000,0.000,0.053,0.024,0.007,0.032,0.001,0.002,0.003,0.003,0.081,0,0,0,81,75
126,17.241,11.573,5.667,11.366,0.002,0.002,0.000,0.000,0.000,0.000,0.054,0.024,0.007,0.029,0.001,0.002,0.002,0.003,0.082,0,0,0,81,75
127,17.149,11.461,5.688,11.248,0.002,0.002,0.000,0.000,0.000,0.000,0.056,0.024,0.008,0.032,0.001,0.002,0.003,0.003,0.082,0,0,0,81,75
128,16.547,7.504,9.044,1.447,0.002,0.002,0.000,0.000,0.000,0.000,0.061,3.881,1.960,0.034,0.001,0.002,0.023,0.003,0.090,0,0,0,81,75
129,15.974,11.550,4.424,11.362,0.002,0.001,0.000,0.000,0.000,0.000,0.043,0.017,0.006,0.029,0.001,0.002,0.002,0.003,0.081,0,0,0,81,75
130,16.678,11.279,5.400,10.886,0.001,0.001,0.000,0.000,0.000,0.000,0.052,0.020,0.004,0.034,0.001,0.002,0.002,0.002,0.275,0,0,0,81,75
131,16.384,8.839,7.545,1.967,0.003,0.002,0.000,0.000,0.000,0.000,0.055,5.006,1.681,0.023,0.001,0.002,0.002,0.003,0.099,0,0,0,81,75
132,15.997,10.545,5.452,10.335,0.002,0.002,0.000,0.000,0.000,0.000,0.053,0.024,0.006,0.036,0.001,0.002,0.003,0.003,0.078,0,0,0,81,75
133,16.528,12.025,4.503,11.853,0.002,0.002,0.000,0.000,0.000,0.000,0.043,0.017,0.004,0.033,0.001,0.002,0.002,0.003,0.065,0,0,0,81,75
134,17.847,12.286,5.561,12.084,0.002,0.001,0.000,0.000,0.000,0.000,0.052,0.024,0.006,0.031,0.001,0.002,0.003,0.004,0.078,0,0,0,81,75
135,14.994,8.482,6.512,3.807,0.002,0.001,0.000,0.000,0.000,0.000,0.041,3.077,1.449,0.038,0.001,0.002,0.004,0.003,0.059,0,0,0,81,75
136,16.723,11.258,5.465,11.067,0.002,0.001,0.000,0.000,0.000,0.000,0.053,0.024,0.006,0.029,0.001,0.002,0.002,0.003,0.070,0,0,0,81,75
137,17.617,12.163,5.455,11.975,0.001,0.001,0.000,0.000,0.000,0.000,0.052,0.024,0.006,0.029,0.001,0.002,0.002,0.003,0.067,0,0,0,81,75
138,15.759,8.465,7.294,2.713,0.002,0.001,0.000,0.000,0.000,0.000,0.054,3.352,2.224,0.029,0.001,0.002,0.002,0.003,0.083,0,0,0,81,75
139,16.627,11.829,4.797,11.632,0.002,0.001,0.000,0.000,0.000,0.000,0.051,0.023,0.005,0.023,0.001,0.002,0.002,0.002,0.087,0,0,0,81,75
140,16.502,10.976,5.526,10.778,0.002,0.001,0.000,0.000,0.000,0.000,0.053,0.023,0.006,0.031,0.001,0.002,0.003,0.003,0.074,0,0,0,81,75
141,16.986,11.387,5.599,11.183,0.002,0.002,0.000,0.000,0.000,0.000,0.054,0.024,0.006,0.033,0.001,0.002,0.003,0.003,0.076,0,0,0,81,75
142,14.140,7.341,6.798,1.343,0.002,0.001,0.000,0.000,0.000,0.000,0.054,3.306,2.505,0.036,0.001,0.002,0.003,0.004,0.087,0,0,0,81,75
143,16.807,12.816,3.991,12.675,0.001,0.001,0.000,0.000,0.000,0.000,0.040,0.017,0.005,0.024,0.001,0.002,0.002,0.003,0.048,0,0,0,81,75
144,16.226,10.480,5.747,10.268,0.002,0.001,0.000,0.000,0.000,0.000,0.053,0.024,0.007,0.033,0.001,0.002,0.002,0.003,0.084,0,0,0,81,75
145,17.194,13.146,4.048,7.078,0.001,0.001,0.000,0.000,0.000,0.000,0.042,3.665,2.277,0.024,0.001,0.001,0.002,0.003,0.053,0,0,0,81,75
146,16.206,11.684,4.522,11.512,0.002,0.001,0.000,0.000,0.000,0.000,0.040,0.016,0.006,0.031,0.001,0.002,0.002,0.003,0.070,0,0,0,81,75
147,16.736,10.366,6.370,10.152,0.003,0.002,0.000,0.000,0.000,0.000,0.052,0.024,0.006,0.035,0.001,0.002,0.003,0.003,0.085,0,0,0,81,75
148,16.713,11.260,5.453,11.067,0.001,0.001,0.000,0.000,0.000,0.000,0.052,0.024,0.006,0.029,0.001,0.002,0.002,0.003,0.072,0,0,0,81,75
149,16.323,10.522,5.800,10.332,0.002,0.001,0.000,0.000,0.000,0.000,0.051,0.024,0.006,0.029,0.001,0.002,0.002,0.003,0.071,0,0,0,81,75
150,17.064,11.596,5.468,11.402,0.002,0.001,0.000,0.000,0.000,0.000,0.052,0.024,0.006,0.029,0.001,0.002,0.002,0.003,0.074,0,0,0,81,75
