Performance Profiler Log
Started: 20260412_184236
---
Frame,Total_ms,Accounted_ms,Unaccounted_ms,Render_ms,ChunkUpdate_ms,ChunkStream_ms,ChunkAdopt_ms,ChunkMesh_ms,Physics_ms,SettlementScan_ms,SettlementRuntime_ms,Entity_ms,Input_ms,DebugUI_ms
80,17.176,11.299,5.877,8.872,0.004,0.260,1.991,0.008,0.031,0.025,0.002,0.003,0.004,0.101
81,15.625,9.432,6.193,6.496,0.004,0.256,2.496,0.009,0.040,0.025,0.002,0.003,0.004,0.098
82,16.250,9.867,6.383,7.400,0.004,0.262,2.018,0.007,0.036,0.019,0.002,0.003,0.004,0.113
83,16.496,11.932,4.564,9.794,0.003,0.173,1.847,0.007,0.024,0.015,0.002,0.002,0.003,0.063
84,16.635,10.600,6.035,7.524,0.004,0.257,2.643,0.008,0.032,0.026,0.002,0.003,0.003,0.099
85,15.773,9.401,6.372,6.503,0.004,0.282,2.426,0.008,0.035,0.023,0.002,0.004,0.004,0.111
86,25.854,19.552,6.302,10.611,0.004,0.206,8.551,0.007,0.033,0.018,0.002,0.002,0.006,0.113
87,41.433,30.272,11.161,1.892,0.004,0.200,28.009,0.006,0.054,0.019,0.002,0.003,0.006,0.078
88,37.176,32.295,4.881,2.749,0.004,0.170,29.226,0.006,0.035,0.018,0.003,0.006,0.004,0.073
89,60.856,54.861,5.995,1.958,0.003,0.222,52.523,0.007,0.034,0.026,0.002,0.003,0.004,0.078
90,60.635,53.581,7.054,1.587,0.005,0.260,51.555,0.007,0.036,0.026,0.002,0.004,0.004,0.096
91,64.731,58.155,6.575,1.623,0.004,0.254,56.105,0.007,0.036,0.022,0.002,0.004,0.003,0.094
92,62.464,55.943,6.521,3.276,0.004,0.264,52.205,0.007,0.044,0.031,0.002,0.004,0.004,0.102
93,72.084,67.980,4.104,1.734,0.003,0.160,65.961,0.005,0.029,0.018,0.002,0.003,0.003,0.063
94,75.776,68.405,7.371,2.262,0.003,0.199,65.772,0.006,0.032,0.040,0.003,0.005,0.005,0.079
95,62.038,56.962,5.076,1.317,0.004,0.199,55.277,0.006,0.038,0.029,0.002,0.004,0.004,0.083
96,59.737,55.460,4.278,1.737,0.004,0.196,53.401,0.006,0.031,0.015,0.002,0.002,0.003,0.064
97,71.653,65.620,6.033,1.458,0.003,0.198,63.800,0.005,0.040,0.025,0.002,0.003,0.004,0.082
98,41.628,35.787,5.841,1.404,0.003,0.190,34.074,0.005,0.025,0.021,0.002,0.002,0.004,0.059
99,77.687,72.256,5.431,1.518,0.004,0.724,69.875,0.007,0.034,0.023,0.002,0.003,0.004,0.064
100,37.297,31.767,5.530,1.411,0.004,0.261,29.930,0.006,0.036,0.024,0.002,0.003,0.004,0.086
101,56.726,52.256,4.470,1.675,0.004,0.176,50.275,0.006,0.026,0.022,0.002,0.003,0.003,0.065
102,52.074,47.960,4.113,1.607,0.004,0.174,46.044,0.006,0.038,0.015,0.002,0.003,0.003,0.064
103,8.502,4.407,4.095,1.580,0.004,0.177,2.516,0.008,0.029,0.019,0.002,0.004,0.003,0.066
104,9.349,3.799,5.550,1.420,0.004,0.265,1.952,0.007,0.034,0.024,0.002,0.003,0.004,0.086
105,8.201,4.033,4.168,1.435,0.003,0.191,2.300,0.004,0.022,0.013,0.002,0.002,0.003,0.057
106,7.363,3.171,4.192,0.917,0.003,0.184,1.968,0.004,0.021,0.012,0.001,0.002,0.003,0.054
107,10.915,6.956,3.959,4.992,0.003,0.177,1.692,0.003,0.018,0.011,0.001,0.001,0.003,0.055
108,16.484,10.682,5.802,8.253,0.004,0.259,1.996,0.007,0.032,0.019,0.002,0.003,0.004,0.104
109,16.435,10.796,5.639,8.869,0.004,0.251,1.512,0.007,0.031,0.017,0.002,0.002,0.004,0.097
110,15.832,10.221,5.611,7.828,0.004,0.264,1.962,0.006,0.032,0.019,0.002,0.003,0.004,0.097
111,17.125,12.888,4.236,10.772,0.003,0.188,1.814,0.005,0.023,0.013,0.002,0.002,0.003,0.064
112,16.376,11.324,5.052,9.132,0.003,0.190,1.859,0.006,0.029,0.019,0.002,0.003,0.003,0.078
113,16.253,12.028,4.225,9.680,0.003,0.189,2.046,0.005,0.024,0.015,0.001,0.002,0.003,0.062
114,16.728,11.267,5.460,8.717,0.004,0.245,2.163,0.006,0.028,0.017,0.002,0.002,0.003,0.080
115,15.974,11.317,4.658,9.356,0.003,0.178,1.653,0.006,0.029,0.019,0.002,0.002,0.004,0.066
116,16.300,10.757,5.543,8.388,0.004,0.252,1.971,0.006,0.029,0.017,0.002,0.002,0.003,0.081
117,16.693,11.179,5.514,8.684,0.004,0.265,2.070,0.007,0.033,0.020,0.002,0.003,0.004,0.087
118,16.145,10.618,5.527,8.013,0.004,0.251,2.211,0.006,0.030,0.016,0.002,0.002,0.004,0.079
119,16.571,12.355,4.216,9.841,0.003,0.192,2.205,0.005,0.025,0.014,0.002,0.002,0.003,0.063
120,16.677,12.756,3.922,10.639,0.004,0.184,1.823,0.005,0.023,0.013,0.002,0.002,0.003,0.059
121,16.622,11.079,5.544,8.759,0.004,0.254,1.911,0.007,0.029,0.017,0.002,0.002,0.004,0.090
122,15.775,10.247,5.528,7.548,0.004,0.266,2.260,0.007,0.034,0.026,0.002,0.003,0.004,0.093
123,59.288,54.199,5.089,1.801,0.003,0.194,52.094,0.005,0.022,0.015,0.002,0.002,0.003,0.059
124,56.369,50.831,5.538,2.260,0.004,0.274,48.129,0.007,0.033,0.023,0.002,0.004,0.004,0.091
125,37.543,31.490,6.053,2.400,0.004,0.261,28.620,0.007,0.058,0.023,0.003,0.006,0.007,0.101
126,67.212,62.531,4.681,2.311,0.003,0.196,59.878,0.005,0.040,0.015,0.002,0.006,0.004,0.071
127,68.623,63.955,4.668,1.711,0.004,0.207,61.885,0.006,0.042,0.021,0.002,0.004,0.003,0.070
128,72.016,61.946,10.070,2.498,0.004,0.211,58.914,0.006,0.033,0.015,0.002,0.002,0.004,0.258
129,64.584,56.220,8.364,1.442,0.004,0.268,54.342,0.007,0.037,0.011,0.002,0.004,0.003,0.100
130,52.870,47.774,5.096,1.871,0.003,0.199,45.562,0.006,0.045,0.016,0.008,0.003,0.005,0.057
131,59.186,54.949,4.237,2.227,0.003,0.601,51.974,0.006,0.046,0.012,0.003,0.007,0.004,0.065
132,62.571,57.197,5.374,1.823,0.004,0.185,55.030,0.006,0.045,0.023,0.002,0.005,0.004,0.070
133,74.573,68.711,5.862,1.773,0.004,0.267,66.469,0.006,0.056,0.019,0.003,0.006,0.006,0.102
134,62.248,56.636,5.612,1.393,0.004,0.216,54.836,0.006,0.036,0.018,0.002,0.003,0.003,0.119
135,59.136,54.118,5.018,1.592,0.004,0.245,52.132,0.006,0.028,0.022,0.002,0.003,0.003,0.083
136,61.881,55.976,5.905,1.826,0.003,0.180,53.839,0.006,0.036,0.018,0.002,0.003,0.004,0.059
137,54.367,48.828,5.539,1.512,0.004,0.268,46.882,0.007,0.037,0.026,0.002,0.003,0.004,0.084
138,55.598,51.582,4.015,1.818,0.004,0.175,49.441,0.006,0.048,0.021,0.002,0.002,0.011,0.056
139,9.016,3.455,5.561,1.364,0.004,0.269,1.663,0.007,0.036,0.020,0.002,0.003,0.004,0.082
140,8.418,4.143,4.275,1.688,0.003,0.198,2.119,0.005,0.041,0.019,0.004,0.002,0.005,0.060
141,7.634,3.507,4.126,1.315,0.005,0.211,1.840,0.008,0.026,0.012,0.001,0.003,0.003,0.084
142,7.395,3.153,4.242,1.094,0.003,0.181,1.781,0.004,0.019,0.012,0.001,0.002,0.003,0.053
143,9.515,5.498,4.016,3.258,0.002,0.182,1.963,0.003,0.020,0.012,0.001,0.002,0.002,0.053
144,15.974,10.527,5.447,8.579,0.004,0.262,1.531,0.007,0.028,0.016,0.002,0.002,0.004,0.093
145,17.059,12.837,4.222,10.376,0.003,0.190,2.157,0.005,0.022,0.013,0.002,0.001,0.003,0.066
146,16.507,10.852,5.655,8.447,0.004,0.274,1.963,0.007,0.030,0.024,0.002,0.002,0.004,0.096
147,16.439,10.826,5.613,8.532,0.004,0.276,1.852,0.007,0.030,0.017,0.002,0.002,0.004,0.101
148,16.296,12.013,4.283,9.675,0.003,0.192,2.028,0.004,0.025,0.013,0.002,0.003,0.003,0.064
149,18.218,13.583,4.634,11.213,0.003,0.192,2.068,0.005,0.023,0.012,0.001,0.002,0.003,0.061
150,15.013,10.761,4.251,8.431,0.003,0.183,2.049,0.003,0.021,0.013,0.001,0.002,0.003,0.054
151,16.846,12.422,4.424,10.043,0.003,0.194,2.061,0.006,0.025,0.013,0.001,0.002,0.003,0.071
152,25.544,21.064,4.480,18.486,0.003,0.202,2.251,0.006,0.026,0.014,0.002,0.002,0.003,0.069
153,10.495,4.528,5.967,1.653,0.007,0.260,2.408,0.007,0.036,0.017,0.002,0.004,0.004,0.130
154,13.833,8.253,5.580,5.917,0.003,0.180,2.027,0.004,0.034,0.017,0.002,0.003,0.004,0.064
155,16.682,10.779,5.903,8.038,0.004,0.259,2.319,0.007,0.030,0.017,0.002,0.003,0.004,0.097
156,16.554,11.021,5.534,8.528,0.004,0.260,2.083,0.007,0.030,0.017,0.002,0.003,0.004,0.084
157,16.481,9.980,6.500,7.144,0.004,0.266,2.401,0.009,0.030,0.026,0.002,0.002,0.004,0.092
158,17.032,11.453,5.578,8.638,0.004,0.258,2.410,0.006,0.029,0.016,0.002,0.002,0.004,0.085
159,36.714,28.436,8.279,1.416,0.004,0.267,26.581,0.007,0.037,0.017,0.002,0.004,0.004,0.099
160,55.101,51.029,4.073,2.245,0.003,0.189,48.483,0.006,0.025,0.013,0.002,0.002,0.003,0.059
161,54.647,49.505,5.143,4.028,0.003,0.212,45.117,0.005,0.040,0.014,0.002,0.004,0.003,0.077
162,40.382,34.824,5.558,1.821,0.004,0.270,32.566,0.022,0.034,0.017,0.002,0.003,0.004,0.082
163,63.722,53.117,10.605,1.794,0.003,0.185,50.969,0.006,0.037,0.021,0.003,0.005,0.004,0.088
164,61.729,56.042,5.687,1.984,0.004,0.755,53.138,0.009,0.040,0.015,0.004,0.005,0.004,0.084
165,65.182,55.846,9.336,5.621,0.003,0.207,49.871,0.006,0.039,0.017,0.002,0.004,0.003,0.073
166,62.644,57.291,5.353,1.651,0.004,0.312,55.170,0.010,0.036,0.024,0.002,0.004,0.003,0.074
167,66.633,60.345,6.288,2.501,0.004,0.187,57.501,0.006,0.040,0.021,0.002,0.004,0.005,0.074
168,72.617,66.096,6.521,1.931,0.004,0.214,63.783,0.006,0.044,0.026,0.002,0.003,0.004,0.079
169,66.161,59.970,6.190,1.874,0.004,0.289,57.585,0.008,0.040,0.042,0.002,0.004,0.004,0.120
170,60.503,54.778,5.725,1.374,0.004,0.204,53.044,0.006,0.036,0.020,0.002,0.004,0.005,0.081
171,60.322,55.912,4.410,1.582,0.003,0.204,53.977,0.006,0.050,0.018,0.004,0.005,0.005,0.059
172,60.893,56.419,4.474,2.021,0.003,0.205,54.010,0.006,0.066,0.028,0.007,0.005,0.007,0.060
173,76.259,69.086,7.173,2.260,0.004,0.277,66.376,0.006,0.037,0.019,0.004,0.006,0.004,0.095
174,74.260,69.364,4.896,1.748,0.003,0.215,67.232,0.006,0.037,0.033,0.004,0.005,0.005,0.076
175,10.083,4.471,5.612,1.564,0.004,0.269,2.489,0.007,0.036,0.016,0.003,0.004,0.004,0.077
176,7.432,3.325,4.107,1.177,0.004,0.224,1.788,0.006,0.029,0.013,0.002,0.003,0.003,0.076
177,7.409,3.242,4.167,0.977,0.003,0.192,1.971,0.004,0.022,0.012,0.001,0.002,0.003,0.056
178,6.937,2.924,4.013,0.912,0.002,0.188,1.723,0.004,0.019,0.011,0.001,0.001,0.003,0.061
179,17.051,13.847,3.204,11.724,0.002,0.182,1.852,0.003,0.019,0.011,0.001,0.001,0.002,0.050
180,16.681,11.197,5.485,8.657,0.003,0.213,1.975,0.004,0.029,0.016,0.002,0.002,0.004,0.291
181,16.542,11.049,5.493,8.554,0.004,0.267,2.065,0.007,0.035,0.017,0.002,0.002,0.003,0.095
182,16.888,11.747,5.141,9.422,0.004,0.185,2.004,0.005,0.032,0.017,0.002,0.002,0.004,0.070
183,16.183,10.441,5.742,7.986,0.004,0.244,2.051,0.007,0.030,0.020,0.002,0.002,0.004,0.093
184,16.757,11.000,5.758,8.613,0.003,0.201,2.047,0.005,0.030,0.016,0.002,0.002,0.003,0.076
185,16.606,11.058,5.548,8.799,0.004,0.263,1.849,0.006,0.030,0.017,0.002,0.002,0.003,0.083
186,16.403,10.850,5.553,7.976,0.004,0.265,2.458,0.007,0.030,0.017,0.002,0.002,0.003,0.088
187,16.834,11.360,5.474,9.319,0.003,0.186,1.709,0.006,0.030,0.017,0.002,0.002,0.004,0.083
188,55.456,49.836,5.620,4.074,0.003,0.263,45.342,0.007,0.034,0.017,0.002,0.003,0.004,0.086
189,63.723,58.063,5.660,4.571,0.004,0.201,53.113,0.005,0.040,0.022,0.002,0.003,0.004,0.098
190,7.855,3.656,4.199,1.439,0.003,0.624,1.468,0.006,0.026,0.017,0.002,0.003,0.003,0.065
191,8.410,4.252,4.158,1.855,0.003,0.207,2.091,0.004,0.020,0.011,0.001,0.002,0.002,0.056
192,7.667,3.341,4.326,1.171,0.003,0.308,1.735,0.010,0.025,0.011,0.001,0.002,0.003,0.073
193,7.608,3.382,4.226,1.126,0.003,0.200,1.954,0.004,0.020,0.011,0.001,0.002,0.003,0.059
194,14.989,11.118,3.871,8.803,0.004,0.183,2.020,0.005,0.021,0.012,0.002,0.002,0.003,0.064
195,507.428,494.108,13.320,2.034,0.003,398.831,93.125,0.009,0.022,0.013,0.002,0.001,0.003,0.066
196,37.589,33.290,4.299,2.965,0.003,0.721,29.458,0.006,0.035,0.016,0.002,0.004,0.004,0.077
197,44.286,37.732,6.554,6.164,0.004,0.670,30.753,0.005,0.030,0.020,0.002,0.003,0.003,0.079
198,57.673,52.426,5.247,1.777,0.004,0.888,49.556,0.006,0.054,0.035,0.002,0.004,0.004,0.096
199,60.335,54.791,5.543,2.016,0.004,0.890,51.713,0.007,0.040,0.021,0.002,0.003,0.004,0.092
200,56.070,51.454,4.615,1.807,0.003,0.683,48.567,0.007,0.045,0.031,0.002,0.004,0.003,0.301
201,58.201,52.731,5.470,1.850,0.004,0.887,49.822,0.007,0.042,0.025,0.002,0.004,0.003,0.086
202,64.929,59.350,5.578,1.907,0.004,0.746,56.506,0.010,0.045,0.024,0.002,0.003,0.004,0.100
203,69.540,64.018,5.522,1.843,0.004,0.764,61.241,0.006,0.044,0.022,0.003,0.004,0.004,0.083
204,61.154,55.197,5.957,1.723,0.004,0.875,52.399,0.009,0.042,0.027,0.002,0.004,0.004,0.107
205,57.467,52.026,5.440,1.560,0.003,0.874,49.438,0.006,0.033,0.024,0.003,0.003,0.004,0.079
206,53.626,49.225,4.401,1.391,0.003,0.687,46.995,0.006,0.040,0.019,0.009,0.004,0.006,0.064
207,54.029,46.919,7.109,1.874,0.004,1.446,43.381,0.009,0.069,0.025,0.005,0.004,0.010,0.093
208,54.462,51.093,3.369,1.704,0.003,0.436,48.839,0.005,0.032,0.013,0.002,0.003,0.003,0.053
209,58.927,52.956,5.971,1.764,0.003,0.736,50.283,0.006,0.044,0.025,0.003,0.005,0.005,0.082
210,57.706,51.918,5.788,1.328,0.004,0.892,49.489,0.007,0.033,0.018,0.002,0.003,0.004,0.139
211,10.052,4.350,5.702,1.319,0.004,0.954,1.851,0.009,0.044,0.049,0.002,0.005,0.004,0.108
212,8.265,3.934,4.331,1.211,0.004,0.694,1.901,0.005,0.026,0.014,0.002,0.003,0.003,0.072
213,7.776,3.739,4.038,1.236,0.003,0.652,1.748,0.004,0.022,0.011,0.001,0.002,0.003,0.057
214,8.263,4.224,4.040,1.425,0.003,0.672,2.018,0.005,0.020,0.011,0.001,0.002,0.003,0.063
215,14.003,9.986,4.017,7.720,0.003,0.606,1.558,0.005,0.021,0.011,0.001,0.002,0.002,0.058
216,16.979,10.733,6.246,7.443,0.004,0.938,2.194,0.007,0.030,0.016,0.002,0.002,0.004,0.094
217,15.906,9.668,6.238,6.079,0.006,0.917,2.490,0.008,0.036,0.019,0.002,0.003,0.004,0.105
218,16.144,10.680,5.464,7.763,0.004,0.856,1.910,0.009,0.030,0.017,0.002,0.002,0.003,0.084
219,16.651,11.162,5.488,8.188,0.004,0.935,1.883,0.008,0.029,0.017,0.002,0.002,0.004,0.091
220,16.912,10.901,6.011,8.420,0.004,0.654,1.681,0.006,0.031,0.017,0.002,0.002,0.004,0.081
221,16.176,10.858,5.318,8.056,0.003,0.642,2.014,0.006,0.035,0.021,0.002,0.003,0.004,0.074
222,16.979,11.558,5.420,8.968,0.003,0.646,1.834,0.006,0.024,0.014,0.002,0.002,0.003,0.058
223,16.863,11.554,5.309,8.544,0.003,0.676,2.197,0.006,0.031,0.016,0.002,0.002,0.004,0.072
224,17.007,11.851,5.156,8.717,0.003,0.665,2.313,0.006,0.037,0.017,0.002,0.003,0.004,0.084
225,15.938,9.058,6.880,5.756,0.004,0.916,2.207,0.007,0.033,0.017,0.002,0.002,0.004,0.109
226,16.628,11.251,5.377,7.707,0.003,0.853,2.534,0.006,0.032,0.020,0.002,0.002,0.004,0.088
227,16.327,10.618,5.710,7.006,0.004,0.908,2.551,0.007,0.030,0.016,0.002,0.002,0.004,0.087
228,16.746,11.285,5.461,7.757,0.004,0.875,2.504,0.012,0.030,0.017,0.002,0.002,0.003,0.080
229,61.886,51.294,10.592,1.705,0.003,0.650,48.785,0.005,0.034,0.016,0.002,0.002,0.004,0.088
230,8.799,4.665,4.134,1.553,0.004,0.585,2.369,0.004,0.055,0.015,0.004,0.005,0.005,0.066
231,10.493,6.510,3.983,1.650,0.004,0.820,3.907,0.006,0.029,0.013,0.002,0.003,0.003,0.074
232,59.230,51.662,7.569,1.858,0.003,0.650,48.867,0.005,0.028,0.014,0.002,0.003,0.005,0.227
