Performance Profiler Log
Started: 20260412_191351
---
Frame,Total_ms,Accounted_ms,Unaccounted_ms,Render_ms,ChunkUpdate_ms,ChunkStream_ms,ChunkAdopt_ms,ChunkMesh_ms,Physics_ms,SettlementScan_ms,SettlementRuntime_ms,Entity_ms,Input_ms,DebugUI_ms
24,57.052,56.942,0.110,5.356,0.005,0.293,51.130,0.007,0.043,0.020,0.018,0.011,0.007,0.052
25,70.021,69.911,0.111,4.971,0.004,0.288,64.477,0.007,0.052,0.016,0.032,0.008,0.002,0.055
26,150.934,150.821,0.114,5.874,0.004,0.284,144.498,0.007,0.062,0.030,0.002,0.009,0.002,0.048
27,202.209,202.071,0.138,5.925,0.004,0.297,195.592,0.008,0.064,0.026,0.057,0.025,0.008,0.064
28,198.445,198.321,0.124,5.620,0.005,0.421,119.017,72.921,0.131,0.043,0.051,0.017,0.003,0.092
29,197.751,197.618,0.133,6.901,0.004,0.304,110.275,79.940,0.081,0.020,0.033,0.007,0.003,0.049
30,234.480,234.357,0.123,7.780,0.004,0.415,150.593,75.380,0.048,0.023,0.037,0.012,0.003,0.063
31,136.692,134.440,2.252,13.501,0.005,0.535,31.587,88.382,0.050,0.016,0.008,0.005,0.003,0.348
32,518.170,518.020,0.149,13.540,0.007,0.502,30.252,473.506,0.069,0.022,0.019,0.010,0.004,0.087
33,152.459,152.295,0.164,12.043,0.004,0.527,12.683,126.721,0.147,0.026,0.034,0.018,0.009,0.082
34,59.520,59.389,0.130,7.187,0.008,0.720,3.066,48.174,0.073,0.027,0.004,0.016,0.004,0.111
35,35.693,35.599,0.094,31.834,0.004,0.437,3.187,0.007,0.043,0.015,0.002,0.008,0.003,0.058
36,33.027,32.915,0.113,28.089,0.005,0.641,3.987,0.008,0.064,0.022,0.003,0.009,0.004,0.083
37,48.836,48.744,0.092,44.995,0.004,0.488,2.838,0.006,0.149,0.167,0.015,0.006,0.003,0.074
38,33.403,33.283,0.120,29.585,0.006,0.478,3.058,0.009,0.044,0.014,0.002,0.007,0.004,0.075
39,33.657,33.525,0.132,29.132,0.005,0.548,3.356,0.008,0.062,0.018,0.002,0.009,0.004,0.381
40,35.403,35.273,0.130,31.080,0.004,0.496,3.503,0.006,0.070,0.022,0.002,0.005,0.006,0.079
41,32.713,32.589,0.123,27.834,0.006,0.648,3.871,0.008,0.080,0.020,0.003,0.011,0.004,0.106
42,47.995,47.890,0.105,44.245,0.003,0.507,2.996,0.006,0.044,0.014,0.002,0.006,0.003,0.065
43,32.964,32.843,0.121,28.221,0.005,0.641,3.745,0.010,0.080,0.018,0.003,0.008,0.004,0.107
44,33.461,33.340,0.122,28.186,0.004,0.511,4.391,0.008,0.099,0.018,0.004,0.021,0.004,0.093
45,34.141,34.018,0.124,28.954,0.004,0.641,4.177,0.008,0.098,0.019,0.002,0.009,0.004,0.102
46,33.616,33.441,0.175,28.407,0.004,0.639,4.107,0.011,0.131,0.023,0.002,0.010,0.004,0.102
47,37.841,37.727,0.115,31.354,0.006,0.644,5.488,0.007,0.087,0.019,0.003,0.009,0.004,0.106
48,184.376,184.261,0.115,8.147,0.003,0.710,140.697,34.450,0.043,0.021,0.002,0.007,0.128,0.053
49,198.879,198.751,0.127,7.763,0.004,0.501,127.473,62.780,0.107,0.017,0.003,0.010,0.013,0.079
50,244.851,244.593,0.257,10.522,0.004,0.526,148.968,84.301,0.090,0.026,0.005,0.006,0.004,0.141
51,138.426,138.281,0.145,8.246,0.005,0.493,129.340,0.007,0.059,0.016,0.018,0.020,0.003,0.074
52,141.259,141.106,0.153,7.736,0.004,0.536,132.221,0.009,0.131,0.024,0.003,0.009,0.004,0.427
53,143.604,143.465,0.139,7.951,0.004,0.438,134.858,0.007,0.089,0.021,0.004,0.016,0.003,0.074
54,158.171,158.005,0.166,31.442,0.004,0.499,125.824,0.007,0.091,0.022,0.002,0.021,0.009,0.082
55,282.564,282.415,0.149,14.333,0.004,0.482,167.443,99.954,0.081,0.018,0.003,0.012,0.006,0.079
56,146.998,146.858,0.140,11.339,0.005,0.542,134.808,0.010,0.041,0.014,0.002,0.007,0.004,0.086
57,196.600,196.453,0.146,7.311,0.007,0.750,188.127,0.013,0.074,0.022,0.027,0.015,0.005,0.103
58,162.628,162.505,0.123,7.130,0.006,0.664,154.115,0.013,0.044,0.014,0.004,0.007,0.004,0.503
59,116.657,116.493,0.164,6.117,0.003,0.474,109.621,0.007,0.110,0.022,0.002,0.020,0.004,0.114
60,158.472,158.346,0.126,6.160,0.004,0.478,151.551,0.007,0.053,0.015,0.002,0.008,0.003,0.064
61,164.301,164.144,0.157,7.281,0.006,0.312,156.336,0.005,0.083,0.019,0.002,0.005,0.003,0.092
62,190.881,190.746,0.135,7.252,0.004,0.471,182.836,0.010,0.070,0.021,0.002,0.007,0.003,0.069
63,145.331,145.218,0.113,5.845,0.005,0.438,138.758,0.007,0.065,0.015,0.002,0.010,0.003,0.070
64,120.779,120.674,0.105,5.336,0.005,0.291,114.881,0.007,0.070,0.018,0.004,0.009,0.006,0.046
65,137.964,137.847,0.116,7.866,0.005,0.304,129.340,0.009,0.063,0.017,0.004,0.010,0.004,0.226
66,148.978,148.826,0.152,5.042,0.006,0.302,143.258,0.006,0.089,0.024,0.005,0.018,0.007,0.069
67,141.967,141.797,0.171,4.866,0.005,0.392,136.325,0.008,0.072,0.023,0.002,0.011,0.005,0.086
68,132.899,132.748,0.150,5.683,0.012,0.304,126.525,0.006,0.094,0.032,0.006,0.008,0.004,0.074
69,129.222,129.116,0.106,6.182,0.004,0.286,122.505,0.007,0.053,0.012,0.003,0.007,0.006,0.049
70,139.233,139.107,0.126,7.735,0.009,0.294,130.846,0.015,0.090,0.021,0.006,0.018,0.002,0.071
71,104.202,104.085,0.117,6.599,0.004,0.326,97.019,0.009,0.053,0.014,0.002,0.006,0.003,0.050
72,112.362,112.249,0.113,5.214,0.005,0.301,106.583,0.009,0.046,0.012,0.003,0.007,0.003,0.067
73,195.639,195.526,0.113,5.049,0.006,0.398,120.397,68.708,0.043,0.014,0.003,0.004,0.003,0.902
74,257.341,257.208,0.133,6.180,0.005,0.415,176.369,74.098,0.046,0.017,0.002,0.003,0.003,0.070
75,199.558,199.441,0.116,5.733,0.005,0.411,193.142,0.013,0.045,0.016,0.002,0.004,0.003,0.069
76,1337.347,1336.690,0.657,2.958,0.007,0.476,1333.089,0.014,0.042,0.015,0.003,0.004,0.003,0.079
77,114.734,114.594,0.140,2.637,0.004,0.290,111.177,0.005,0.084,0.022,0.007,0.007,0.003,0.358
78,105.191,105.062,0.130,3.513,0.004,0.284,101.102,0.006,0.058,0.020,0.005,0.005,0.002,0.063
79,114.738,114.623,0.115,4.192,0.007,0.327,109.953,0.013,0.046,0.013,0.003,0.004,0.004,0.062
80,213.906,213.806,0.100,6.015,0.003,0.284,121.863,85.548,0.033,0.011,0.002,0.002,0.002,0.043
81,294.560,294.442,0.118,6.434,0.004,0.413,180.437,107.018,0.044,0.019,0.003,0.004,0.003,0.062
82,286.029,285.890,0.138,5.467,0.005,0.414,178.897,100.935,0.053,0.019,0.021,0.005,0.004,0.071
83,1441.162,1441.061,0.102,4.786,0.004,0.446,1435.472,0.016,0.040,0.013,0.002,0.004,0.003,0.275
84,1366.822,1366.696,0.127,4.120,0.005,0.312,1361.446,0.008,0.066,0.017,0.024,0.005,0.004,0.689
85,967.005,966.879,0.126,4.226,0.003,0.288,962.016,0.006,0.109,0.022,0.007,0.006,0.006,0.189
86,1139.899,1139.142,0.757,4.262,0.003,0.286,1134.410,0.008,0.095,0.020,0.002,0.004,0.005,0.045
87,991.916,991.770,0.146,4.231,0.004,0.292,986.860,0.005,0.097,0.021,0.006,0.004,0.009,0.240
88,1139.195,1139.096,0.099,4.410,0.004,0.283,1134.280,0.006,0.038,0.016,0.003,0.004,0.002,0.049
89,1116.509,1116.409,0.100,3.959,0.004,0.299,1015.829,95.980,0.042,0.017,0.002,0.002,0.003,0.272
90,713.820,713.725,0.096,3.050,0.004,0.303,627.300,82.728,0.036,0.017,0.002,0.001,0.003,0.279
EndGraphics: preset=high display=borderless grid=33 render_distance=16 far_lod=0 experimental_far=0 render_scale=100 anisotropy=16 aa=1 smooth=1 shadow=3 water=1 black_walls=0 vsync=1 fog=0 window=3840x2400 fullscreen=3840x2400 overlays[F6=0 F7=0 F8=0] pause_view=5
---
Summary (91 frames):
Average frame time: 5997417.45ms (0.0 fps)
Average accounted time: 237.32ms
Average unaccounted time: 5997180.12ms
Max frame time: 545743545.43ms
Min frame time: 32.71ms

Zone Averages:
  Frame Total: 0.00ms (0.0%)
  Rendering: 11.48ms (0.0%)
  Chunk Update: 0.00ms (0.0%)
  Chunk Streaming: 0.48ms (0.0%)
  Chunk Adoption: 200.70ms (0.0%)
  Chunk Meshing: 24.40ms (0.0%)
  Physics: 0.07ms (0.0%)
  Settlement Scan: 0.02ms (0.0%)
  Settlement Runtime: 0.02ms (0.0%)
  Entity Update: 0.01ms (0.0%)
  Input: 0.01ms (0.0%)
  Debug UI: 0.13ms (0.0%)
