Performance Profiler Log
Started: 20260413_015714
---
Frame,Total_ms,Accounted_ms,Unaccounted_ms,Render_ms,ChunkUpdate_ms,CU_ManagerUpdate_ms,CU_Eviction_ms,CU_SyncLoad_ms,CU_SyncWorldgen_ms,CU_SyncMesh_ms,ChunkStream_ms,ChunkAdopt_ms,ChunkMesh_ms,Physics_ms,SettlementScan_ms,SettlementRuntime_ms,Entity_ms,Input_ms,DebugUI_ms,ChunksEvicted,ChunksSyncGen,ChunksSyncLoaded,DesiredCount,ResidentCount
14,15.817,15.799,0.018,15.491,0.002,0.001,0.000,0.000,0.000,0.000,0.052,0.031,0.015,0.035,0.001,0.002,0.001,0.004,0.165,0,0,0,81,81
15,17.305,17.292,0.013,17.149,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.008,0.016,0.001,0.001,0.001,0.002,0.077,0,0,0,81,81
16,17.277,17.257,0.020,16.977,0.002,0.001,0.000,0.000,0.000,0.000,0.048,0.027,0.014,0.030,0.001,0.002,0.001,0.003,0.152,0,0,0,81,81
17,17.108,17.093,0.015,16.942,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.017,0.001,0.002,0.001,0.002,0.082,0,0,0,81,81
18,16.431,16.417,0.014,16.270,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.016,0.001,0.002,0.001,0.002,0.081,0,0,0,81,81
19,16.806,16.792,0.014,16.644,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.009,0.016,0.001,0.002,0.001,0.002,0.081,0,0,0,81,81
20,15.487,15.473,0.013,15.326,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.009,0.016,0.001,0.002,0.001,0.002,0.081,0,0,0,81,81
21,15.958,15.939,0.018,15.695,0.002,0.001,0.000,0.000,0.000,0.000,0.033,0.013,0.009,0.030,0.001,0.002,0.001,0.004,0.151,0,0,0,81,81
22,18.347,18.328,0.019,15.652,0.001,0.001,0.000,0.000,0.000,0.000,0.024,0.011,0.007,0.017,0.001,0.001,0.001,0.002,2.611,0,0,0,81,81
23,17.244,17.205,0.039,14.488,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.016,0.001,0.001,0.001,0.002,2.651,0,0,0,81,81
24,14.502,14.475,0.027,11.709,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.007,0.034,0.001,0.002,0.001,0.004,2.680,0,0,0,81,81
25,16.075,16.054,0.020,13.321,0.001,0.001,0.000,0.000,0.000,0.000,0.024,0.011,0.008,0.016,0.001,0.001,0.001,0.002,2.668,0,0,0,81,81
26,16.066,16.046,0.020,13.312,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.017,0.001,0.001,0.001,0.002,2.668,0,0,0,81,81
27,16.095,16.079,0.016,12.387,0.001,0.001,0.000,0.000,0.000,0.000,0.022,0.011,0.007,0.012,0.000,0.001,0.001,0.002,3.636,0,0,0,81,81
28,17.658,17.646,0.012,15.071,0.001,0.001,0.000,0.000,0.000,0.000,0.019,0.011,0.006,0.011,0.000,0.001,0.001,0.002,2.524,0,0,0,81,81
29,16.317,16.294,0.022,13.059,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.036,0.001,0.002,0.001,0.002,3.148,0,0,0,81,81
30,16.995,16.975,0.019,14.263,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.016,0.001,0.002,0.001,0.002,2.647,0,0,0,81,81
31,16.552,16.531,0.021,13.813,0.001,0.001,0.000,0.000,0.000,0.000,0.024,0.011,0.008,0.015,0.001,0.002,0.000,0.002,2.653,0,0,0,81,81
32,16.415,16.395,0.020,13.680,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.016,0.001,0.001,0.000,0.002,2.651,0,0,0,81,81
33,16.790,16.769,0.021,14.051,0.001,0.001,0.000,0.000,0.000,0.000,0.024,0.011,0.007,0.016,0.001,0.001,0.001,0.002,2.654,0,0,0,81,81
34,15.608,15.588,0.020,12.831,0.001,0.001,0.000,0.000,0.000,0.000,0.031,0.011,0.008,0.016,0.001,0.001,0.000,0.002,2.687,0,0,0,81,81
35,17.337,17.316,0.021,14.533,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.017,0.001,0.001,0.001,0.002,2.717,0,0,0,81,81
36,15.103,15.084,0.020,12.337,0.001,0.001,0.000,0.000,0.000,0.000,0.026,0.011,0.009,0.016,0.001,0.001,0.000,0.002,2.680,0,0,0,81,81
37,17.997,17.984,0.013,15.373,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.010,0.004,0.025,0.000,0.001,0.001,0.003,2.551,0,0,0,81,81
38,15.166,15.146,0.019,11.969,0.001,0.001,0.000,0.000,0.000,0.000,0.031,0.011,0.008,0.016,0.001,0.002,0.001,0.002,3.107,0,0,0,81,81
39,16.460,16.442,0.018,13.741,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.017,0.001,0.001,0.001,0.002,2.635,0,0,0,81,81
40,18.267,18.247,0.020,15.578,0.001,0.001,0.000,0.000,0.000,0.000,0.024,0.011,0.007,0.016,0.001,0.001,0.001,0.002,2.606,0,0,0,81,81
41,16.687,16.668,0.019,13.901,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.007,0.015,0.001,0.001,0.001,0.002,2.703,0,0,0,81,81
42,16.962,16.942,0.020,14.177,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.016,0.001,0.001,0.000,0.002,2.699,0,0,0,81,81
43,16.219,16.200,0.019,13.445,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.016,0.001,0.001,0.001,0.002,2.689,0,0,0,81,81
44,16.552,16.533,0.020,13.776,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.016,0.001,0.002,0.001,0.002,2.690,0,0,0,81,81
45,16.764,16.745,0.019,13.940,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.015,0.001,0.002,0.001,0.002,2.740,0,0,0,81,81
46,16.177,16.159,0.019,13.430,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.016,0.001,0.002,0.001,0.002,2.662,0,0,0,81,81
47,16.757,16.739,0.018,13.926,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.007,0.016,0.001,0.001,0.001,0.002,2.748,0,0,0,81,81
48,16.904,16.884,0.020,14.132,0.001,0.001,0.000,0.000,0.000,0.000,0.024,0.011,0.007,0.016,0.001,0.002,0.001,0.002,2.686,0,0,0,81,81
49,16.283,16.263,0.020,13.483,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.007,0.016,0.001,0.001,0.001,0.002,2.715,0,0,0,81,81
50,16.225,16.206,0.019,12.634,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.016,0.001,0.001,0.001,0.002,3.507,0,0,0,81,81
51,14.901,14.873,0.028,11.088,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.007,0.034,0.001,0.002,0.001,0.004,3.700,0,0,0,81,81
52,16.256,16.227,0.029,12.833,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.007,0.035,0.001,0.002,0.001,0.004,3.307,0,0,0,81,81
53,16.037,16.018,0.019,12.383,0.001,0.001,0.000,0.000,0.000,0.000,0.024,0.011,0.007,0.017,0.001,0.001,0.001,0.002,3.570,0,0,0,81,81
54,18.525,18.516,0.009,16.004,0.000,0.000,0.000,0.000,0.000,0.000,0.017,0.010,0.004,0.010,0.000,0.001,0.001,0.001,2.467,0,0,0,81,81
55,16.064,16.044,0.020,13.311,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.016,0.001,0.002,0.001,0.002,2.667,0,0,0,81,81
56,16.817,16.798,0.020,14.078,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.016,0.001,0.002,0.001,0.002,2.654,0,0,0,81,81
57,16.034,16.015,0.019,13.277,0.001,0.001,0.000,0.000,0.000,0.000,0.024,0.011,0.007,0.017,0.001,0.001,0.000,0.002,2.673,0,0,0,81,81
58,16.088,16.069,0.019,13.378,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.016,0.001,0.001,0.000,0.002,2.626,0,0,0,81,81
59,17.282,17.263,0.020,13.307,0.001,0.001,0.000,0.000,0.000,0.000,0.036,0.017,0.010,0.016,0.001,0.001,0.001,0.002,3.872,0,0,0,81,81
60,15.786,15.757,0.029,9.457,0.003,0.002,0.000,0.000,0.000,0.000,0.047,0.019,0.015,0.040,0.001,0.002,0.003,0.004,6.167,0,0,0,81,81
61,16.801,16.782,0.019,13.808,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.007,0.017,0.001,0.002,0.001,0.002,2.907,0,0,0,81,81
62,16.965,16.945,0.020,14.166,0.000,0.000,0.000,0.000,0.000,0.000,0.020,0.010,0.006,0.031,0.001,0.001,0.001,0.004,2.705,0,0,0,81,81
63,17.006,16.987,0.019,14.309,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.016,0.001,0.001,0.001,0.002,2.613,0,0,0,81,81
64,16.398,16.379,0.019,13.662,0.001,0.001,0.000,0.000,0.000,0.000,0.026,0.011,0.008,0.016,0.001,0.002,0.001,0.002,2.651,0,0,0,81,81
65,16.471,16.454,0.018,13.764,0.001,0.001,0.000,0.000,0.000,0.000,0.024,0.011,0.008,0.017,0.001,0.001,0.001,0.002,2.624,0,0,0,81,81
66,15.571,15.552,0.019,12.214,0.001,0.001,0.000,0.000,0.000,0.000,0.024,0.011,0.007,0.016,0.001,0.001,0.001,0.002,3.275,0,0,0,81,81
67,17.465,17.442,0.023,14.314,0.001,0.001,0.000,0.000,0.000,0.000,0.022,0.010,0.006,0.034,0.001,0.001,0.002,0.004,3.047,0,0,0,81,81
68,16.911,16.892,0.019,14.188,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.007,0.016,0.001,0.001,0.000,0.002,2.639,0,0,0,81,81
69,16.846,16.827,0.019,14.084,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.007,0.016,0.001,0.002,0.001,0.002,2.679,0,0,0,81,81
70,15.474,15.455,0.019,12.743,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.016,0.001,0.001,0.001,0.002,2.647,0,0,0,81,81
71,17.776,17.757,0.018,14.376,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.007,0.016,0.001,0.001,0.001,0.002,3.317,0,0,0,81,81
72,16.280,16.262,0.019,13.552,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.007,0.016,0.001,0.002,0.001,0.002,2.644,0,0,0,81,81
73,16.639,16.620,0.019,13.789,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.016,0.001,0.001,0.000,0.002,2.766,0,0,0,81,81
74,16.758,16.738,0.020,13.978,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.016,0.001,0.001,0.001,0.002,2.695,0,0,0,81,81
75,16.404,16.385,0.019,13.630,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.016,0.001,0.001,0.001,0.002,2.689,0,0,0,81,81
76,16.456,16.436,0.020,13.674,0.001,0.001,0.000,0.000,0.000,0.000,0.026,0.011,0.007,0.016,0.001,0.002,0.001,0.002,2.697,0,0,0,81,81
77,16.586,16.567,0.018,13.809,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.007,0.016,0.001,0.001,0.001,0.002,2.693,0,0,0,81,81
78,16.824,16.805,0.020,14.135,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.024,0.001,0.001,0.001,0.002,2.596,0,0,0,81,81
79,15.941,15.922,0.019,13.210,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.007,0.016,0.001,0.001,0.001,0.002,2.647,0,0,0,81,81
80,15.072,15.055,0.017,12.402,0.001,0.001,0.000,0.000,0.000,0.000,0.024,0.011,0.007,0.015,0.001,0.001,0.001,0.002,2.590,0,0,0,81,81
81,18.339,18.324,0.015,15.495,0.001,0.000,0.000,0.000,0.000,0.000,0.015,0.010,0.004,0.025,0.000,0.001,0.001,0.003,2.767,0,0,0,81,81
82,16.327,16.308,0.019,13.520,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.017,0.001,0.001,0.001,0.002,2.723,0,0,0,81,81
83,16.787,16.767,0.020,14.027,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.016,0.001,0.001,0.001,0.002,2.673,0,0,0,81,81
84,16.605,16.578,0.027,13.818,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.031,0.001,0.002,0.001,0.004,2.677,0,0,0,81,81
85,16.380,16.362,0.019,13.588,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.016,0.001,0.001,0.001,0.002,2.708,0,0,0,81,81
86,16.259,16.240,0.019,13.366,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.016,0.001,0.002,0.001,0.002,2.808,0,0,0,81,81
87,16.294,16.269,0.026,13.169,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.008,0.030,0.001,0.002,0.001,0.004,3.016,0,0,0,81,81
88,19.726,19.707,0.019,16.753,0.001,0.001,0.000,0.000,0.000,0.000,0.026,0.011,0.008,0.016,0.001,0.002,0.001,0.002,2.887,0,0,0,81,81
89,13.612,13.593,0.019,10.780,0.001,0.001,0.000,0.000,0.000,0.000,0.026,0.012,0.007,0.024,0.001,0.002,0.003,0.002,2.737,0,0,0,81,81
90,16.872,16.854,0.018,13.985,0.001,0.001,0.000,0.000,0.000,0.000,0.026,0.012,0.008,0.016,0.001,0.001,0.001,0.002,2.802,0,0,0,81,81
91,16.458,16.440,0.018,13.568,0.001,0.001,0.000,0.000,0.000,0.000,0.026,0.011,0.008,0.017,0.001,0.002,0.000,0.002,2.804,0,0,0,81,81
92,14.823,14.804,0.019,11.879,0.001,0.001,0.000,0.000,0.000,0.000,0.026,0.012,0.008,0.016,0.001,0.001,0.001,0.002,2.858,0,0,0,81,81
93,64.344,64.256,0.088,13.461,47.735,0.023,46.580,0.000,0.000,0.000,0.178,0.127,0.018,0.016,0.001,0.001,0.001,0.002,2.715,39,0,0,81,42
94,28.408,28.343,0.065,17.133,0.002,0.001,0.000,0.000,0.000,0.000,0.129,0.025,0.007,0.108,0.002,0.004,0.005,0.007,10.920,0,0,0,81,42
95,7.172,7.132,0.040,1.109,0.002,0.001,0.000,0.000,0.000,0.000,0.065,0.026,0.006,0.052,0.001,0.002,0.006,0.008,5.855,0,0,0,81,42
96,5.345,5.310,0.035,1.042,0.001,0.001,0.000,0.000,0.000,0.000,0.039,0.018,0.003,0.028,0.002,0.001,0.001,0.004,4.171,0,0,0,81,42
97,4.655,4.641,0.014,0.647,0.001,0.001,0.000,0.000,0.000,0.000,0.037,0.017,0.003,0.017,0.000,0.001,0.001,0.002,3.915,0,0,0,81,42
98,5.653,5.639,0.013,1.652,0.001,0.000,0.000,0.000,0.000,0.000,0.037,0.017,0.003,0.017,0.000,0.000,0.001,0.002,3.910,0,0,0,81,42
99,16.482,16.455,0.027,10.626,0.002,0.001,0.000,0.000,0.000,0.000,0.062,0.024,0.007,0.029,0.001,0.002,0.002,0.003,5.697,0,0,0,81,42
100,16.839,16.820,0.019,11.650,0.001,0.000,0.000,0.000,0.000,0.000,0.038,0.016,0.003,0.022,0.001,0.002,0.001,0.002,5.083,0,0,0,81,42
101,16.729,16.710,0.019,10.290,0.002,0.001,0.000,0.000,0.000,0.000,0.065,0.024,0.007,0.021,0.001,0.001,0.002,0.003,6.296,0,0,0,81,42
102,17.435,17.410,0.025,11.354,0.002,0.001,0.000,0.000,0.000,0.000,0.052,0.019,0.006,0.032,0.001,0.002,0.002,0.004,5.937,0,0,0,81,42
103,16.585,16.564,0.021,8.730,0.001,0.001,0.000,0.000,0.000,0.000,0.050,0.017,0.006,0.116,0.001,0.001,0.002,0.003,7.636,0,0,0,81,42
104,15.396,15.375,0.021,10.809,0.002,0.001,0.000,0.000,0.000,0.000,0.051,0.018,0.006,0.028,0.001,0.001,0.003,0.003,4.455,0,0,0,81,42
105,17.384,17.359,0.025,12.252,0.002,0.001,0.000,0.000,0.000,0.000,0.047,0.016,0.007,0.029,0.001,0.002,0.002,0.003,4.999,0,0,0,81,42
106,15.431,15.409,0.022,8.878,0.001,0.001,0.000,0.000,0.000,0.000,0.047,0.017,0.006,0.025,0.095,0.001,0.002,0.003,6.334,0,0,0,81,42
107,16.699,16.675,0.024,10.988,0.002,0.001,0.000,0.000,0.000,0.000,0.066,0.025,0.007,0.030,0.001,0.002,0.002,0.003,5.550,0,0,0,81,42
108,16.595,16.570,0.025,10.890,0.002,0.001,0.000,0.000,0.000,0.000,0.063,0.024,0.007,0.030,0.001,0.002,0.002,0.004,5.546,0,0,0,81,42
109,16.611,16.589,0.023,10.525,0.001,0.001,0.000,0.000,0.000,0.000,0.050,0.018,0.005,0.030,0.001,0.001,0.002,0.003,5.951,0,0,0,81,42
110,16.999,16.979,0.020,11.640,0.001,0.000,0.000,0.000,0.000,0.000,0.037,0.017,0.002,0.033,0.001,0.001,0.003,0.004,5.240,0,0,0,81,42
111,16.373,16.352,0.021,11.818,0.002,0.001,0.000,0.000,0.000,0.000,0.047,0.017,0.006,0.027,0.001,0.001,0.002,0.003,4.429,0,0,0,81,42
112,16.245,16.222,0.024,10.518,0.002,0.001,0.000,0.000,0.000,0.000,0.064,0.024,0.007,0.030,0.001,0.001,0.002,0.003,5.570,0,0,0,81,42
113,16.705,16.683,0.022,10.824,0.002,0.001,0.000,0.000,0.000,0.000,0.065,0.024,0.007,0.029,0.001,0.001,0.002,0.003,5.724,0,0,0,81,42
114,16.718,16.693,0.025,10.828,0.001,0.001,0.000,0.000,0.000,0.000,0.064,0.024,0.006,0.028,0.001,0.002,0.002,0.003,5.734,0,0,0,81,42
115,16.239,16.214,0.025,10.031,0.002,0.001,0.000,0.000,0.000,0.000,0.067,0.024,0.008,0.030,0.001,0.002,0.002,0.003,6.044,0,0,0,81,42
116,16.714,16.691,0.023,12.555,0.001,0.001,0.000,0.000,0.000,0.000,0.045,0.016,0.005,0.031,0.001,0.001,0.002,0.004,4.029,0,0,0,81,42
117,17.372,17.349,0.023,11.897,0.002,0.001,0.000,0.000,0.000,0.000,0.048,0.016,0.006,0.030,0.001,0.002,0.003,0.003,5.341,0,0,0,81,42
118,1270.200,30.213,1239.988,1.158,0.003,0.002,0.000,1239.956,0.000,1117.369,0.067,22.902,0.007,0.035,0.001,0.002,0.003,0.003,6.032,0,1,0,81,43
119,26.054,26.036,0.019,0.754,0.001,0.001,0.000,0.000,0.000,0.000,0.044,21.018,0.005,0.022,0.015,0.001,0.002,0.003,4.171,0,0,0,81,45
120,28.478,28.455,0.023,1.085,0.001,0.001,0.000,0.000,0.000,0.000,0.039,23.228,0.002,0.023,0.023,0.003,0.003,0.002,4.046,0,0,0,81,46
121,26.146,26.128,0.018,1.209,0.001,0.001,0.000,0.000,0.000,0.000,0.039,20.792,0.003,0.019,0.022,0.001,0.001,0.003,4.037,0,0,0,81,47
122,1183.176,46.353,1136.823,2.914,0.003,0.002,0.000,1136.793,0.000,969.872,0.041,38.965,0.006,0.043,0.079,0.002,0.003,0.003,4.292,0,1,0,81,49
123,21.442,21.387,0.055,2.195,0.002,0.001,0.000,0.000,0.000,0.000,0.036,14.428,0.007,0.056,0.040,0.005,0.003,0.009,4.607,0,0,0,81,50
124,42.969,42.945,0.024,2.532,0.002,0.001,0.000,0.000,0.000,0.000,0.037,36.277,0.006,0.046,0.037,0.002,0.003,0.002,4.002,0,0,0,81,51
125,28.466,28.433,0.032,1.087,0.001,0.001,0.000,0.000,0.000,0.000,0.024,24.393,0.003,0.024,0.034,0.002,0.001,0.004,2.860,0,0,0,81,52
126,22.443,22.416,0.027,0.930,0.001,0.001,0.000,0.000,0.000,0.000,0.033,17.496,0.003,0.028,0.044,0.002,0.002,0.004,3.874,0,0,0,81,53
127,36.147,36.126,0.021,1.500,0.001,0.000,0.000,0.000,0.000,0.000,0.020,31.874,0.002,0.017,0.027,0.001,0.001,0.002,2.682,0,0,0,81,54
128,38.954,38.929,0.025,1.461,0.002,0.001,0.000,0.000,0.000,0.000,0.035,33.403,0.007,0.030,0.037,0.002,0.003,0.003,3.947,0,0,0,81,55
129,54.750,54.720,0.030,2.042,0.001,0.001,0.000,0.000,0.000,0.000,0.022,49.809,0.003,0.023,0.031,0.001,0.001,0.002,2.785,0,0,0,81,56
130,39.161,39.130,0.031,1.937,0.002,0.001,0.000,0.000,0.000,0.000,0.035,32.566,0.007,0.040,0.040,0.003,0.004,0.004,4.493,0,0,0,81,57
131,17.273,17.245,0.027,1.324,0.001,0.001,0.000,0.000,0.000,0.000,0.032,11.876,0.003,0.038,0.040,0.006,0.004,0.003,3.919,0,0,0,81,58
132,61.214,61.175,0.039,2.208,40.318,0.031,39.616,0.000,0.000,0.000,0.133,14.149,0.006,0.051,0.035,0.001,0.003,0.003,4.268,27,0,0,81,32
133,85.502,85.462,0.040,12.571,0.002,0.001,0.000,0.000,0.000,0.000,0.080,66.924,0.007,0.025,0.260,0.007,0.012,0.004,5.571,0,0,0,81,33
134,33.281,33.254,0.028,1.721,0.001,0.001,0.000,0.000,0.000,0.000,0.052,22.849,0.006,0.033,0.040,0.002,0.003,0.004,8.544,0,0,0,81,34
135,49.330,49.306,0.024,2.564,0.002,0.001,0.000,0.000,0.000,0.000,0.054,42.273,0.006,0.028,0.029,0.002,0.003,0.002,4.343,0,0,0,81,35
136,31.399,31.359,0.040,1.565,0.002,0.001,0.000,0.000,0.000,0.000,0.068,20.984,0.007,0.037,0.037,0.002,0.003,0.005,8.649,0,0,0,81,36
137,63.666,63.635,0.031,2.639,0.002,0.001,0.000,0.000,0.000,0.000,0.047,56.508,0.007,0.037,0.037,0.002,0.004,0.003,4.350,0,0,0,81,37
138,51.403,51.378,0.025,2.132,0.002,0.001,0.000,0.000,0.000,0.000,0.067,43.508,0.007,0.035,0.040,0.002,0.003,0.004,5.578,0,0,0,81,38
139,92.797,92.765,0.032,1.972,0.001,0.001,0.000,0.000,0.000,0.000,0.046,86.465,0.005,0.027,0.035,0.002,0.002,0.003,4.208,0,0,0,81,39
140,48.938,48.916,0.022,1.905,0.001,0.001,0.000,0.000,0.000,0.000,0.045,42.806,0.004,0.020,0.029,0.001,0.001,0.003,4.101,0,0,0,81,40
141,50.185,50.164,0.020,2.493,0.002,0.001,0.000,0.000,0.000,0.000,0.046,43.106,0.006,0.021,0.031,0.002,0.003,0.003,4.453,0,0,0,81,41
142,55.459,55.418,0.041,2.265,0.002,0.001,0.000,0.000,0.000,0.000,0.065,47.255,0.007,0.058,0.048,0.005,0.009,0.005,5.700,0,0,0,81,42
143,48.772,48.737,0.034,1.799,0.001,0.001,0.000,0.000,0.000,0.000,0.046,42.526,0.006,0.045,0.034,0.003,0.006,0.005,4.266,0,0,0,81,43
144,7.726,7.691,0.035,1.097,0.001,0.001,0.000,0.000,0.000,0.000,0.052,2.112,0.004,0.037,0.043,0.003,0.006,0.003,4.332,0,0,0,81,44
145,5.024,5.004,0.020,0.840,0.001,0.001,0.000,0.000,0.000,0.000,0.044,0.017,0.004,0.018,0.030,0.002,0.001,0.005,4.045,0,0,0,81,44
146,4.436,4.428,0.008,0.498,0.001,0.000,0.000,0.000,0.000,0.000,0.036,0.016,0.002,0.016,0.025,0.001,0.001,0.002,3.831,0,0,0,81,44
147,4.938,4.932,0.006,0.962,0.001,0.000,0.000,0.000,0.000,0.000,0.036,0.016,0.002,0.015,0.024,0.000,0.000,0.002,3.874,0,0,0,81,44
148,16.689,16.680,0.008,12.699,0.001,0.000,0.000,0.000,0.000,0.000,0.036,0.017,0.002,0.016,0.025,0.001,0.000,0.002,3.882,0,0,0,81,44
149,17.006,16.996,0.009,12.877,0.001,0.000,0.000,0.000,0.000,0.000,0.039,0.017,0.002,0.017,0.025,0.001,0.001,0.002,4.016,0,0,0,81,44
150,16.503,16.481,0.023,10.768,0.002,0.001,0.000,0.000,0.000,0.000,0.062,0.024,0.007,0.030,0.038,0.002,0.003,0.003,5.542,0,0,0,81,44
