Performance Profiler Log
Started: 20260412_011610
---
Frame,Total_ms,Accounted_ms,Unaccounted_ms,Render_ms,ChunkUpdate_ms,ChunkStream_ms,ChunkAdopt_ms,ChunkMesh_ms,Physics_ms,SettlementScan_ms,SettlementRuntime_ms,Entity_ms,Input_ms,DebugUI_ms
32,58.010,57.915,0.095,56.553,0.004,0.932,0.255,0.008,0.042,0.018,0.002,0.002,0.004,0.096
33,57.191,57.076,0.116,4.880,0.005,0.667,51.144,0.007,0.050,0.015,0.002,0.004,0.003,0.298
34,4.249,4.159,0.091,3.140,0.025,0.592,0.240,0.011,0.048,0.016,0.002,0.004,0.003,0.077
35,22.635,22.312,0.324,15.303,0.014,5.828,0.353,0.021,0.212,0.082,0.011,0.023,0.018,0.445
36,35.014,34.906,0.107,33.633,0.004,0.844,0.255,0.008,0.044,0.017,0.002,0.003,0.004,0.093
37,37.102,37.007,0.095,35.629,0.004,0.922,0.281,0.007,0.046,0.017,0.002,0.003,0.004,0.092
38,33.979,33.782,0.197,28.013,0.004,4.238,1.342,0.050,0.040,0.014,0.002,0.004,0.003,0.071
39,45.493,45.403,0.090,44.138,0.004,0.849,0.247,0.008,0.043,0.017,0.002,0.003,0.004,0.090
40,34.783,34.681,0.102,33.308,0.004,0.901,0.258,0.007,0.080,0.018,0.002,0.003,0.005,0.095
41,39.910,39.632,0.278,36.459,0.004,1.174,1.339,0.086,0.367,0.080,0.004,0.008,0.016,0.097
42,29.225,29.144,0.081,28.221,0.004,0.602,0.180,0.011,0.041,0.014,0.002,0.002,0.003,0.064
43,50.121,50.028,0.093,48.702,0.004,0.885,0.264,0.007,0.047,0.017,0.002,0.003,0.004,0.093
44,28.359,28.221,0.139,26.758,0.005,0.914,0.289,0.009,0.087,0.027,0.002,0.006,0.008,0.115
45,31.126,31.056,0.070,30.110,0.004,0.628,0.177,0.007,0.039,0.013,0.001,0.002,0.003,0.072
46,48.032,47.959,0.073,47.031,0.003,0.619,0.179,0.006,0.035,0.013,0.001,0.002,0.003,0.066
47,77.376,77.265,0.111,3.744,0.005,0.605,72.734,0.008,0.049,0.018,0.002,0.003,0.026,0.071
48,2.904,2.789,0.115,1.857,0.005,0.548,0.165,0.011,0.071,0.026,0.005,0.007,0.004,0.090
49,25.046,24.974,0.072,23.201,0.001,1.364,0.284,0.015,0.037,0.010,0.001,0.002,0.003,0.058
50,52.155,52.017,0.137,47.571,0.010,3.979,0.247,0.032,0.035,0.015,0.002,0.010,0.002,0.115
51,64.857,64.762,0.095,5.703,0.004,0.635,57.757,0.008,0.050,0.016,0.002,0.003,0.004,0.579
52,3.438,3.298,0.140,2.297,0.008,0.579,0.170,0.008,0.095,0.024,0.003,0.007,0.006,0.101
53,27.803,27.743,0.060,26.825,0.002,0.614,0.184,0.006,0.036,0.011,0.002,0.002,0.003,0.059
54,29.731,29.642,0.089,28.349,0.004,0.863,0.255,0.007,0.043,0.017,0.002,0.003,0.004,0.095
55,45.715,45.624,0.092,44.262,0.004,0.920,0.260,0.008,0.046,0.022,0.002,0.003,0.004,0.093
56,22.275,22.170,0.105,21.224,0.004,0.552,0.187,0.011,0.062,0.018,0.003,0.006,0.003,0.099
57,34.136,34.052,0.084,33.090,0.004,0.636,0.184,0.007,0.036,0.014,0.002,0.002,0.003,0.075
58,36.565,36.431,0.134,34.983,0.004,0.970,0.275,0.009,0.049,0.019,0.004,0.003,0.004,0.110
59,38.529,38.238,0.292,33.869,0.013,3.376,0.268,0.014,0.164,0.076,0.006,0.008,0.016,0.427
60,29.991,29.899,0.092,28.504,0.004,0.952,0.275,0.010,0.045,0.018,0.002,0.002,0.004,0.083
61,57.257,57.165,0.092,55.849,0.004,0.890,0.264,0.007,0.042,0.017,0.002,0.003,0.004,0.083
62,64.469,64.209,0.260,2.828,0.008,0.956,59.680,0.012,0.077,0.018,0.003,0.007,0.004,0.618
63,2.838,2.725,0.113,1.714,0.005,0.624,0.184,0.007,0.071,0.022,0.002,0.005,0.003,0.087
64,35.701,35.653,0.047,34.780,0.001,0.603,0.167,0.004,0.033,0.009,0.001,0.001,0.002,0.052
65,31.062,30.997,0.066,30.146,0.004,0.565,0.162,0.007,0.031,0.012,0.002,0.001,0.003,0.066
66,35.052,34.963,0.089,33.662,0.004,0.876,0.252,0.008,0.042,0.017,0.002,0.003,0.004,0.093
67,30.638,30.532,0.106,29.224,0.004,0.882,0.252,0.008,0.046,0.017,0.001,0.003,0.004,0.092
68,41.885,41.796,0.089,40.572,0.004,0.810,0.248,0.008,0.043,0.017,0.002,0.002,0.004,0.087
69,35.629,35.550,0.079,33.931,0.004,1.278,0.192,0.011,0.037,0.014,0.002,0.003,0.003,0.076
70,28.517,28.416,0.101,26.881,0.004,1.038,0.332,0.014,0.045,0.015,0.003,0.003,0.003,0.077
71,42.939,42.846,0.093,41.475,0.004,0.928,0.265,0.008,0.044,0.018,0.002,0.003,0.004,0.095
72,29.660,29.567,0.092,28.532,0.008,0.654,0.197,0.009,0.063,0.018,0.002,0.004,0.006,0.074
73,40.523,40.261,0.263,37.321,0.015,2.171,0.174,0.010,0.065,0.058,0.004,0.006,0.003,0.434
74,60.941,60.843,0.098,7.314,0.003,4.689,48.681,0.035,0.035,0.013,0.001,0.002,0.003,0.066
75,8.413,8.333,0.080,7.346,0.004,0.657,0.172,0.008,0.054,0.014,0.001,0.003,0.003,0.069
76,29.540,29.474,0.066,28.571,0.003,0.606,0.181,0.004,0.029,0.012,0.001,0.002,0.003,0.062
77,37.357,37.288,0.068,36.445,0.003,0.546,0.170,0.006,0.031,0.013,0.002,0.002,0.003,0.068
78,34.501,34.404,0.097,33.023,0.004,0.914,0.277,0.019,0.047,0.018,0.002,0.003,0.004,0.093
79,39.808,39.679,0.129,38.663,0.004,0.627,0.179,0.007,0.074,0.024,0.005,0.003,0.005,0.087
80,26.655,26.527,0.128,25.139,0.006,0.911,0.247,0.011,0.077,0.025,0.003,0.006,0.004,0.099
81,29.999,29.865,0.135,28.867,0.004,0.590,0.167,0.008,0.075,0.021,0.004,0.002,0.007,0.118
82,48.334,48.055,0.279,45.109,0.015,2.040,0.173,0.015,0.161,0.076,0.007,0.007,0.016,0.437
83,45.688,45.576,0.112,3.592,0.004,0.676,41.121,0.009,0.055,0.017,0.002,0.005,0.003,0.091
84,3.051,2.980,0.071,2.017,0.004,0.644,0.182,0.006,0.039,0.015,0.002,0.003,0.003,0.066
85,46.638,46.580,0.058,45.709,0.002,0.587,0.173,0.004,0.030,0.013,0.002,0.002,0.002,0.056
86,52.775,52.702,0.073,51.745,0.004,0.636,0.181,0.006,0.036,0.013,0.002,0.002,0.003,0.075
87,25.597,24.263,1.334,23.222,0.004,0.649,0.199,0.011,0.070,0.016,0.003,0.004,0.003,0.082
88,30.442,30.351,0.091,29.317,0.006,0.675,0.190,0.009,0.053,0.016,0.003,0.004,0.003,0.075
89,27.841,27.738,0.104,26.631,0.012,0.704,0.189,0.009,0.036,0.014,0.002,0.003,0.003,0.136
90,36.841,36.743,0.099,35.605,0.004,0.682,0.196,0.011,0.119,0.018,0.015,0.010,0.003,0.081
91,39.264,39.064,0.200,35.359,0.015,1.163,0.159,0.007,0.043,0.015,0.002,0.004,0.003,2.294
92,53.557,53.456,0.102,3.929,0.004,0.587,48.809,0.006,0.035,0.013,0.001,0.002,0.003,0.067
93,55.689,55.564,0.125,2.754,0.006,2.672,49.893,0.056,0.064,0.022,0.003,0.004,0.004,0.087
94,3.359,3.287,0.072,2.356,0.004,0.623,0.178,0.007,0.037,0.013,0.002,0.003,0.003,0.062
95,31.739,31.652,0.086,30.677,0.002,0.626,0.175,0.004,0.066,0.013,0.003,0.007,0.004,0.077
96,24.827,24.729,0.097,23.815,0.006,0.587,0.157,0.007,0.056,0.016,0.003,0.004,0.004,0.074
97,36.307,36.236,0.071,35.316,0.004,0.613,0.177,0.008,0.036,0.013,0.001,0.002,0.003,0.063
98,42.699,42.625,0.074,41.663,0.004,0.644,0.183,0.008,0.036,0.014,0.001,0.002,0.003,0.068
99,66.680,66.582,0.098,65.518,0.005,0.697,0.199,0.011,0.049,0.017,0.004,0.006,0.004,0.073
100,14.010,13.483,0.527,11.155,0.030,0.973,0.179,0.009,0.345,0.116,0.017,0.030,0.023,0.605
101,30.838,30.445,0.392,23.705,0.018,4.735,1.370,0.068,0.040,0.028,0.002,0.004,0.003,0.473
102,26.822,26.726,0.096,25.829,0.005,0.567,0.165,0.010,0.056,0.015,0.002,0.004,0.003,0.069
103,18.580,18.475,0.104,17.098,0.005,1.001,0.193,0.011,0.056,0.017,0.002,0.005,0.004,0.084
104,45.122,45.039,0.083,44.049,0.004,0.645,0.191,0.008,0.042,0.015,0.002,0.003,0.004,0.076
105,30.444,30.331,0.113,28.841,0.004,0.891,0.385,0.012,0.071,0.024,0.002,0.006,0.004,0.090
106,77.084,76.902,0.182,2.789,0.011,3.417,70.156,0.018,0.041,0.013,0.016,0.004,0.003,0.434
107,4.406,4.324,0.082,3.427,0.005,0.588,0.162,0.007,0.035,0.014,0.003,0.003,0.003,0.078
108,28.144,28.059,0.085,24.918,0.004,2.708,0.250,0.033,0.050,0.015,0.002,0.003,0.003,0.073
109,91.511,91.419,0.092,2.252,0.004,0.648,88.371,0.008,0.030,0.013,0.001,0.002,0.003,0.088
110,52.398,52.307,0.092,3.577,0.004,0.990,47.613,0.007,0.034,0.013,0.001,0.002,0.003,0.064
111,5.011,4.901,0.111,3.607,0.005,0.847,0.249,0.007,0.062,0.019,0.002,0.003,0.005,0.093
112,23.741,23.420,0.321,20.710,0.034,1.729,0.187,0.009,0.151,0.073,0.004,0.008,0.015,0.500
113,30.207,30.085,0.121,26.468,0.010,3.196,0.220,0.014,0.035,0.011,0.001,0.003,0.003,0.127
114,34.713,34.618,0.095,33.267,0.004,0.907,0.263,0.015,0.042,0.018,0.002,0.002,0.004,0.094
115,28.276,28.200,0.076,27.320,0.003,0.560,0.168,0.004,0.050,0.013,0.004,0.006,0.003,0.070
116,44.333,44.273,0.060,43.398,0.002,0.583,0.172,0.005,0.030,0.011,0.009,0.002,0.002,0.058
117,45.879,45.485,0.394,38.782,0.014,4.588,1.348,0.029,0.172,0.086,0.005,0.009,0.015,0.437
118,30.741,30.633,0.108,26.771,0.004,3.464,0.231,0.024,0.046,0.015,0.002,0.004,0.003,0.069
119,35.780,35.595,0.185,29.352,0.012,4.772,0.693,0.041,0.078,0.021,0.005,0.010,0.004,0.607
120,38.772,38.475,0.297,32.492,0.009,4.390,0.899,0.025,0.166,0.070,0.007,0.010,0.017,0.391
121,42.199,41.968,0.231,38.782,0.009,2.378,0.178,0.003,0.134,0.070,0.004,0.007,0.015,0.389
122,35.825,35.718,0.107,34.355,0.005,0.911,0.269,0.009,0.052,0.019,0.002,0.004,0.004,0.086
123,51.703,51.606,0.097,50.142,0.004,0.989,0.284,0.011,0.046,0.018,0.002,0.003,0.004,0.104
124,25.504,25.419,0.084,21.534,0.004,3.471,0.238,0.035,0.056,0.013,0.001,0.002,0.003,0.063
125,32.337,32.243,0.094,31.235,0.004,0.656,0.199,0.008,0.044,0.018,0.001,0.003,0.002,0.073
126,37.419,37.223,0.196,32.899,0.004,2.776,1.331,0.034,0.049,0.019,0.004,0.003,0.004,0.101
127,25.916,25.790,0.126,24.399,0.005,0.894,0.288,0.011,0.050,0.019,0.003,0.005,0.005,0.111
128,42.318,42.226,0.091,40.888,0.004,0.888,0.270,0.009,0.045,0.017,0.002,0.003,0.004,0.097
129,27.887,27.695,0.193,23.128,0.004,3.053,1.347,0.041,0.041,0.013,0.002,0.004,0.003,0.059
130,31.291,31.196,0.096,29.987,0.004,0.775,0.241,0.010,0.045,0.032,0.002,0.003,0.004,0.095
131,45.125,45.066,0.058,44.221,0.002,0.571,0.169,0.004,0.028,0.010,0.001,0.001,0.002,0.057
132,47.164,47.056,0.108,45.704,0.004,0.902,0.269,0.009,0.049,0.018,0.002,0.003,0.004,0.093
133,44.786,44.691,0.095,43.337,0.004,0.825,0.347,0.009,0.046,0.017,0.002,0.003,0.004,0.096
134,41.530,41.420,0.110,37.889,0.004,3.064,0.287,0.008,0.046,0.017,0.002,0.003,0.004,0.097
135,87.661,87.200,0.462,30.175,0.023,1.436,54.531,0.010,0.277,0.121,0.015,0.061,0.016,0.534
136,7.125,6.720,0.405,3.647,0.029,1.826,0.279,0.009,0.247,0.110,0.009,0.021,0.018,0.525
137,2.682,2.612,0.071,1.725,0.004,0.588,0.171,0.007,0.036,0.012,0.001,0.003,0.003,0.061
138,52.333,52.285,0.048,51.450,0.002,0.567,0.174,0.003,0.027,0.009,0.001,0.001,0.002,0.050
139,23.069,22.577,0.492,18.374,0.021,2.824,0.276,0.011,0.436,0.098,0.011,0.036,0.016,0.475
140,40.173,40.103,0.070,39.221,0.004,0.582,0.169,0.007,0.034,0.013,0.001,0.002,0.003,0.068
141,41.348,41.255,0.093,39.950,0.004,0.859,0.257,0.009,0.045,0.017,0.002,0.002,0.004,0.107
142,43.148,43.052,0.096,36.938,0.004,5.281,0.660,0.035,0.038,0.014,0.002,0.002,0.003,0.076
143,33.735,33.422,0.312,26.761,0.028,5.267,0.483,0.056,0.172,0.076,0.005,0.007,0.009,0.559
144,50.875,50.758,0.117,4.298,0.005,0.640,45.683,0.006,0.036,0.017,0.001,0.003,0.003,0.065
145,18.752,18.631,0.121,16.882,0.005,0.916,0.274,0.009,0.073,0.017,0.003,0.006,0.004,0.440
146,43.508,43.402,0.106,39.613,0.004,2.383,1.212,0.028,0.043,0.018,0.002,0.002,0.004,0.093
147,26.142,26.022,0.120,24.533,0.005,0.912,0.271,0.010,0.106,0.020,0.002,0.006,0.004,0.152
148,34.730,34.633,0.098,33.331,0.004,0.857,0.251,0.009,0.046,0.027,0.002,0.003,0.004,0.098
149,33.697,33.432,0.264,31.507,0.013,0.940,0.257,0.009,0.164,0.077,0.006,0.006,0.016,0.437
150,29.200,29.077,0.123,27.760,0.004,0.867,0.269,0.009,0.043,0.022,0.002,0.003,0.003,0.095
151,30.543,30.456,0.087,29.419,0.004,0.630,0.244,0.009,0.043,0.018,0.002,0.003,0.004,0.081
152,38.450,38.383,0.067,37.454,0.003,0.629,0.181,0.007,0.033,0.009,0.001,0.001,0.002,0.061
153,29.547,29.455,0.092,28.138,0.004,0.885,0.256,0.009,0.044,0.017,0.002,0.003,0.004,0.095
154,33.333,33.243,0.090,31.984,0.004,0.853,0.245,0.008,0.043,0.015,0.002,0.003,0.003,0.082
155,37.324,37.236,0.087,36.068,0.004,0.792,0.181,0.009,0.044,0.037,0.002,0.006,0.004,0.088
156,36.429,36.325,0.104,35.060,0.004,0.847,0.250,0.008,0.045,0.017,0.002,0.003,0.004,0.085
157,32.641,32.465,0.176,31.028,0.011,0.880,0.270,0.010,0.102,0.023,0.005,0.008,0.007,0.120
158,31.755,31.479,0.276,27.068,0.015,3.394,0.277,0.045,0.159,0.077,0.005,0.008,0.016,0.415
159,35.593,35.494,0.099,34.112,0.004,0.948,0.259,0.011,0.046,0.018,0.002,0.003,0.004,0.087
160,30.573,30.415,0.158,29.424,0.014,0.580,0.162,0.009,0.083,0.024,0.005,0.011,0.005,0.099
161,41.814,41.721,0.093,40.474,0.004,0.844,0.243,0.007,0.041,0.017,0.002,0.002,0.004,0.082
162,54.306,54.215,0.091,53.145,0.003,0.703,0.210,0.006,0.054,0.018,0.002,0.003,0.004,0.068
163,4.630,4.535,0.095,3.184,0.004,0.920,0.261,0.008,0.042,0.018,0.001,0.004,0.004,0.088
164,40.514,40.295,0.219,36.551,0.004,2.346,1.204,0.032,0.041,0.018,0.002,0.003,0.004,0.091
165,50.982,50.890,0.092,49.584,0.004,0.877,0.257,0.007,0.043,0.017,0.002,0.002,0.004,0.093
166,28.482,28.375,0.107,27.020,0.005,0.861,0.239,0.012,0.079,0.022,0.002,0.004,0.005,0.127
167,42.227,42.135,0.092,40.791,0.005,0.903,0.264,0.007,0.043,0.017,0.002,0.003,0.004,0.097
168,43.705,43.605,0.099,42.259,0.004,0.894,0.274,0.008,0.044,0.018,0.002,0.002,0.004,0.096
169,32.253,32.087,0.166,30.614,0.005,0.965,0.291,0.011,0.059,0.019,0.002,0.004,0.013,0.103
170,44.315,44.233,0.082,42.878,0.004,0.909,0.273,0.013,0.045,0.016,0.002,0.001,0.003,0.090
171,39.958,39.855,0.103,38.522,0.004,0.882,0.276,0.007,0.043,0.016,0.002,0.002,0.004,0.096
172,27.512,27.372,0.141,24.015,0.016,2.882,0.236,0.030,0.056,0.016,0.002,0.004,0.003,0.111
173,34.784,34.689,0.095,33.284,0.004,0.913,0.285,0.012,0.046,0.037,0.002,0.003,0.004,0.099
174,29.481,29.058,0.423,25.459,0.017,0.924,0.176,0.006,0.235,0.091,0.011,0.023,0.028,2.089
175,40.527,40.431,0.097,39.099,0.004,0.892,0.258,0.008,0.045,0.018,0.002,0.003,0.004,0.098
176,42.660,42.566,0.095,41.223,0.004,0.901,0.263,0.008,0.045,0.017,0.002,0.002,0.004,0.097
177,38.602,38.509,0.093,37.184,0.004,0.888,0.257,0.009,0.045,0.017,0.002,0.003,0.004,0.098
178,45.160,45.091,0.068,44.029,0.003,0.759,0.176,0.006,0.034,0.011,0.001,0.002,0.003,0.067
179,39.712,39.645,0.067,38.715,0.003,0.622,0.185,0.005,0.032,0.012,0.001,0.002,0.003,0.064
180,24.374,24.308,0.066,23.468,0.003,0.560,0.165,0.004,0.038,0.010,0.002,0.003,0.003,0.053
181,39.624,39.527,0.098,38.281,0.004,0.828,0.246,0.010,0.035,0.019,0.002,0.002,0.002,0.097
182,43.838,43.738,0.100,42.326,0.004,0.952,0.269,0.008,0.047,0.019,0.002,0.003,0.004,0.105
183,35.559,34.384,1.175,31.858,0.004,0.953,1.332,0.030,0.045,0.017,0.002,0.003,0.004,0.136
184,40.442,40.343,0.099,39.022,0.004,0.878,0.263,0.009,0.044,0.017,0.002,0.002,0.004,0.097
185,43.355,43.264,0.091,41.960,0.004,0.873,0.253,0.008,0.045,0.018,0.002,0.003,0.004,0.096
186,34.552,34.484,0.068,33.610,0.004,0.580,0.168,0.006,0.035,0.012,0.001,0.002,0.003,0.064
187,38.722,38.624,0.098,37.638,0.007,0.613,0.172,0.004,0.076,0.022,0.005,0.009,0.002,0.076
188,45.056,44.976,0.080,44.079,0.005,0.583,0.160,0.007,0.044,0.018,0.002,0.003,0.004,0.072
189,32.477,32.408,0.070,31.666,0.003,0.453,0.178,0.006,0.037,0.013,0.002,0.004,0.002,0.043
190,40.876,40.729,0.147,39.282,0.013,0.934,0.267,0.008,0.046,0.019,0.005,0.013,0.004,0.139
191,42.406,42.312,0.093,40.951,0.004,0.919,0.256,0.007,0.046,0.018,0.002,0.002,0.004,0.103
192,36.148,36.069,0.079,35.163,0.007,0.585,0.169,0.006,0.030,0.010,0.001,0.003,0.002,0.093
193,34.245,34.172,0.073,33.283,0.004,0.588,0.172,0.005,0.043,0.012,0.002,0.003,0.003,0.059
194,32.403,31.874,0.529,29.210,0.020,1.246,0.273,0.010,0.391,0.127,0.018,0.047,0.018,0.511
195,44.268,44.205,0.063,43.365,0.003,0.552,0.173,0.007,0.038,0.012,0.002,0.001,0.003,0.050
196,34.364,34.306,0.058,33.453,0.002,0.583,0.163,0.004,0.029,0.010,0.001,0.002,0.003,0.056
197,37.625,37.523,0.101,36.159,0.004,0.900,0.284,0.009,0.045,0.019,0.002,0.003,0.004,0.096
198,42.804,42.706,0.098,9.039,0.004,0.598,32.924,0.006,0.037,0.029,0.001,0.003,0.003,0.062
199,216.090,215.961,0.129,3.578,0.004,0.614,39.048,0.007,0.164,172.194,0.002,0.003,0.016,0.332
200,227.292,227.195,0.097,2.579,0.004,0.612,47.516,0.006,0.056,176.329,0.002,0.004,0.004,0.084
201,46.740,46.616,0.124,6.162,0.007,0.638,39.599,0.008,0.068,0.039,0.003,0.006,0.003,0.082
202,50.115,50.001,0.114,5.416,0.004,0.716,43.663,0.010,0.078,0.035,0.002,0.014,0.004,0.058
203,6.104,5.982,0.122,4.656,0.006,0.853,0.255,0.011,0.062,0.040,0.003,0.005,0.004,0.088
204,18.278,18.171,0.107,16.857,0.006,0.840,0.248,0.010,0.060,0.040,0.002,0.005,0.004,0.099
205,38.744,38.651,0.093,37.393,0.004,0.825,0.244,0.007,0.044,0.040,0.002,0.003,0.004,0.086
206,39.317,39.227,0.090,37.948,0.004,0.839,0.252,0.007,0.042,0.037,0.002,0.002,0.004,0.090
207,63.811,63.622,0.189,59.175,0.004,2.939,1.294,0.029,0.044,0.037,0.002,0.003,0.004,0.091
208,38.025,37.915,0.110,36.916,0.004,0.619,0.202,0.008,0.051,0.031,0.002,0.003,0.003,0.076
209,39.363,39.297,0.066,38.382,0.003,0.600,0.177,0.005,0.034,0.028,0.001,0.002,0.002,0.063
210,32.657,32.586,0.070,31.622,0.018,0.625,0.183,0.006,0.034,0.029,0.001,0.001,0.003,0.065
211,46.410,46.301,0.110,44.857,0.004,0.915,0.293,0.010,0.047,0.051,0.004,0.003,0.004,0.114
212,37.683,37.291,0.392,34.010,0.013,1.983,0.280,0.011,0.213,0.237,0.005,0.006,0.026,0.505
213,41.908,37.291,4.618,34.431,0.004,1.116,1.531,0.034,0.044,0.037,0.002,0.002,0.003,0.089
214,57.002,56.848,0.154,6.273,0.007,1.375,48.913,0.011,0.061,0.051,0.002,0.004,0.004,0.144
215,3.689,3.616,0.073,2.660,0.004,0.629,0.182,0.006,0.036,0.029,0.002,0.002,0.003,0.063
216,30.176,30.054,0.122,28.990,0.009,0.657,0.199,0.007,0.056,0.040,0.002,0.006,0.004,0.086
217,36.980,36.871,0.109,35.336,0.004,1.014,0.289,0.010,0.058,0.047,0.002,0.004,0.004,0.104
218,36.104,35.995,0.109,34.835,0.006,0.721,0.225,0.008,0.053,0.038,0.002,0.006,0.003,0.098
219,34.492,34.395,0.097,33.290,0.003,0.696,0.227,0.005,0.053,0.033,0.004,0.004,0.003,0.078
220,47.980,47.864,0.116,46.336,0.004,1.002,0.299,0.010,0.049,0.041,0.002,0.004,0.004,0.114
221,36.490,36.382,0.108,34.888,0.005,0.741,0.216,0.013,0.055,0.037,0.002,0.004,0.005,0.416
222,42.105,41.987,0.117,40.412,0.006,1.018,0.313,0.010,0.053,0.049,0.002,0.002,0.006,0.117
223,39.096,38.998,0.098,37.516,0.004,1.069,0.212,0.014,0.046,0.037,0.002,0.003,0.005,0.091
224,49.062,48.898,0.164,3.247,0.021,3.598,41.503,0.041,0.076,0.035,0.003,0.005,0.005,0.364
225,8.977,8.899,0.078,7.926,0.004,0.629,0.188,0.007,0.041,0.031,0.002,0.003,0.003,0.067
226,41.697,41.631,0.066,40.691,0.003,0.613,0.187,0.005,0.034,0.029,0.001,0.002,0.003,0.064
227,46.648,46.577,0.072,45.627,0.004,0.614,0.183,0.007,0.039,0.028,0.001,0.002,0.003,0.070
228,49.406,49.304,0.102,3.284,0.003,0.608,45.249,0.008,0.046,0.030,0.002,0.004,0.003,0.066
229,30.210,30.137,0.074,29.218,0.003,0.583,0.183,0.008,0.036,0.028,0.002,0.002,0.003,0.071
230,45.130,44.855,0.275,41.162,0.014,2.661,0.199,0.014,0.161,0.190,0.006,0.008,0.016,0.424
231,51.529,51.440,0.090,2.888,0.003,0.540,47.873,0.006,0.033,0.026,0.001,0.001,0.003,0.063
232,24.799,24.684,0.115,20.911,0.005,2.668,0.320,0.049,0.045,0.034,0.002,0.003,0.004,0.644
