Performance Profiler Log
Started: 20260413_014407
---
Frame,Total_ms,Accounted_ms,Unaccounted_ms,Render_ms,ChunkUpdate_ms,CU_ManagerUpdate_ms,CU_Eviction_ms,CU_SyncLoad_ms,CU_SyncWorldgen_ms,CU_SyncMesh_ms,ChunkStream_ms,ChunkAdopt_ms,ChunkMesh_ms,Physics_ms,SettlementScan_ms,SettlementRuntime_ms,Entity_ms,Input_ms,DebugUI_ms,ChunksEvicted,ChunksSyncGen,ChunksSyncLoaded,DesiredCount,ResidentCount
16,17.237,17.224,0.013,17.088,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.008,0.016,0.001,0.001,0.001,0.002,0.070,0,0,0,81,87
17,16.172,16.155,0.017,15.956,0.001,0.001,0.000,0.000,0.000,0.000,0.027,0.021,0.009,0.030,0.001,0.002,0.001,0.004,0.102,0,0,0,81,87
18,17.286,17.274,0.012,17.073,0.001,0.001,0.000,0.000,0.000,0.000,0.038,0.026,0.011,0.025,0.001,0.001,0.001,0.003,0.095,0,0,0,81,87
19,16.731,16.712,0.018,16.265,0.002,0.001,0.000,0.000,0.000,0.000,0.059,0.035,0.016,0.018,0.001,0.001,0.001,0.004,0.312,0,0,0,81,87
20,16.074,16.055,0.019,15.831,0.001,0.001,0.000,0.000,0.000,0.000,0.028,0.013,0.008,0.031,0.002,0.002,0.001,0.003,0.135,0,0,0,81,87
21,16.621,16.601,0.019,16.352,0.002,0.001,0.000,0.000,0.000,0.000,0.048,0.027,0.014,0.030,0.001,0.002,0.001,0.004,0.121,0,0,0,81,87
22,16.654,16.642,0.013,16.505,0.001,0.001,0.000,0.000,0.000,0.000,0.026,0.012,0.009,0.017,0.001,0.001,0.001,0.002,0.068,0,0,0,81,87
23,16.250,16.238,0.012,16.105,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.016,0.001,0.001,0.001,0.002,0.066,0,0,0,81,87
24,16.317,16.303,0.013,16.056,0.001,0.001,0.000,0.000,0.000,0.000,0.047,0.033,0.013,0.032,0.001,0.001,0.001,0.003,0.116,0,0,0,81,87
25,16.953,16.942,0.011,16.740,0.001,0.001,0.000,0.000,0.000,0.000,0.038,0.026,0.011,0.025,0.001,0.001,0.001,0.003,0.095,0,0,0,81,87
26,17.351,17.340,0.011,17.139,0.001,0.001,0.000,0.000,0.000,0.000,0.038,0.026,0.011,0.025,0.001,0.001,0.001,0.003,0.095,0,0,0,81,87
27,15.672,15.662,0.010,15.540,0.001,0.001,0.000,0.000,0.000,0.000,0.021,0.012,0.007,0.016,0.001,0.002,0.001,0.002,0.061,0,0,0,81,87
28,17.156,17.144,0.012,16.938,0.001,0.001,0.000,0.000,0.000,0.000,0.039,0.027,0.011,0.026,0.001,0.002,0.001,0.003,0.097,0,0,0,81,87
29,19.344,19.331,0.014,19.179,0.001,0.001,0.000,0.000,0.000,0.000,0.026,0.012,0.008,0.021,0.001,0.001,0.001,0.002,0.079,0,0,0,81,87
30,14.873,14.852,0.021,14.553,0.002,0.001,0.000,0.000,0.000,0.000,0.056,0.025,0.015,0.046,0.002,0.002,0.002,0.004,0.146,0,0,0,81,87
31,15.663,15.648,0.015,15.491,0.002,0.001,0.000,0.000,0.000,0.000,0.026,0.012,0.008,0.018,0.001,0.002,0.001,0.004,0.084,0,0,0,81,87
32,16.952,16.946,0.005,16.860,0.001,0.000,0.000,0.000,0.000,0.000,0.016,0.011,0.004,0.011,0.000,0.001,0.001,0.001,0.041,0,0,0,81,87
33,15.538,15.530,0.008,15.419,0.001,0.000,0.000,0.000,0.000,0.000,0.020,0.011,0.006,0.014,0.001,0.001,0.001,0.001,0.056,0,0,0,81,87
34,17.075,17.064,0.011,16.952,0.001,0.001,0.000,0.000,0.000,0.000,0.020,0.012,0.006,0.014,0.001,0.001,0.001,0.002,0.056,0,0,0,81,87
35,17.895,17.882,0.013,17.664,0.001,0.001,0.000,0.000,0.000,0.000,0.040,0.011,0.005,0.033,0.001,0.001,0.001,0.003,0.122,0,0,0,81,87
36,17.239,17.221,0.018,16.974,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.008,0.036,0.001,0.002,0.001,0.004,0.155,0,0,0,81,87
37,15.053,15.040,0.013,14.902,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.008,0.016,0.001,0.002,0.001,0.002,0.070,0,0,0,81,87
38,16.248,16.235,0.013,16.094,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.013,0.016,0.001,0.002,0.001,0.002,0.068,0,0,0,81,87
39,16.296,16.290,0.006,16.203,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.011,0.004,0.013,0.000,0.001,0.000,0.001,0.040,0,0,0,81,87
40,17.276,17.268,0.008,17.162,0.001,0.000,0.000,0.000,0.000,0.000,0.017,0.011,0.005,0.014,0.000,0.001,0.001,0.002,0.054,0,0,0,81,87
41,16.307,16.296,0.010,16.137,0.001,0.001,0.000,0.000,0.000,0.000,0.019,0.011,0.005,0.028,0.001,0.001,0.001,0.003,0.089,0,0,0,81,87
42,16.489,16.484,0.005,16.395,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.011,0.005,0.012,0.000,0.001,0.000,0.001,0.042,0,0,0,81,87
43,17.101,17.096,0.005,17.012,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.011,0.005,0.011,0.000,0.000,0.000,0.001,0.040,0,0,0,81,87
44,16.554,16.548,0.006,16.431,0.001,0.000,0.000,0.000,0.000,0.000,0.021,0.015,0.006,0.013,0.000,0.000,0.001,0.002,0.057,0,0,0,81,87
45,15.428,15.413,0.014,15.113,0.006,0.005,0.000,0.000,0.000,0.000,0.067,0.044,0.023,0.032,0.001,0.001,0.001,0.003,0.123,0,0,0,81,87
46,17.681,17.666,0.016,15.011,0.001,0.000,0.000,0.000,0.000,0.000,0.020,0.011,0.006,0.014,0.000,0.001,0.001,0.002,2.600,0,0,0,81,87
47,16.612,16.600,0.012,14.057,0.001,0.000,0.000,0.000,0.000,0.000,0.019,0.011,0.005,0.013,0.000,0.000,0.001,0.001,2.491,0,0,0,81,87
48,14.777,14.762,0.015,12.174,0.001,0.001,0.000,0.000,0.000,0.000,0.020,0.011,0.007,0.015,0.000,0.001,0.001,0.002,2.532,0,0,0,81,87
49,16.637,16.627,0.009,14.165,0.001,0.000,0.000,0.000,0.000,0.000,0.017,0.011,0.005,0.012,0.000,0.001,0.000,0.001,2.414,0,0,0,81,87
50,15.422,15.411,0.011,12.981,0.001,0.000,0.000,0.000,0.000,0.000,0.016,0.011,0.004,0.013,0.000,0.001,0.001,0.001,2.382,0,0,0,81,87
51,17.276,17.269,0.007,14.779,0.001,0.000,0.000,0.000,0.000,0.000,0.016,0.011,0.005,0.011,0.000,0.001,0.000,0.001,2.444,0,0,0,81,87
52,16.459,16.448,0.011,13.973,0.001,0.000,0.000,0.000,0.000,0.000,0.018,0.011,0.005,0.013,0.000,0.001,0.001,0.001,2.424,0,0,0,81,87
53,16.695,16.677,0.018,13.972,0.001,0.000,0.000,0.000,0.000,0.000,0.021,0.012,0.006,0.016,0.001,0.001,0.002,0.002,2.644,0,0,0,81,87
54,16.902,16.887,0.016,14.272,0.001,0.001,0.000,0.000,0.000,0.000,0.023,0.011,0.007,0.015,0.001,0.001,0.001,0.002,2.553,0,0,0,81,87
55,16.376,16.355,0.021,13.646,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.016,0.001,0.002,0.001,0.002,2.642,0,0,0,81,87
56,16.873,16.855,0.017,14.343,0.000,0.000,0.000,0.000,0.000,0.000,0.016,0.011,0.004,0.031,0.001,0.001,0.001,0.003,2.443,0,0,0,81,87
57,16.390,16.360,0.030,13.364,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.008,0.036,0.001,0.003,0.002,0.004,2.905,0,0,0,81,87
58,17.317,17.297,0.020,13.632,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.016,0.001,0.002,0.001,0.002,3.599,0,0,0,81,87
59,15.928,15.898,0.030,12.748,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.008,0.036,0.001,0.002,0.001,0.004,3.059,0,0,0,81,87
60,17.628,17.608,0.020,14.927,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.017,0.001,0.002,0.001,0.002,2.614,0,0,0,81,87
61,16.105,16.086,0.019,13.398,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.008,0.016,0.001,0.002,0.001,0.002,2.621,0,0,0,81,87
62,16.450,16.426,0.024,13.241,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.008,0.037,0.001,0.002,0.002,0.002,3.096,0,0,0,81,87
63,16.771,16.751,0.021,13.988,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.008,0.017,0.001,0.002,0.001,0.002,2.696,0,0,0,81,87
64,16.733,16.710,0.024,13.779,0.001,0.001,0.000,0.000,0.000,0.000,0.026,0.012,0.010,0.021,0.001,0.002,0.002,0.002,2.852,0,0,0,81,87
65,15.441,15.412,0.029,12.352,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.036,0.001,0.002,0.002,0.004,2.970,0,0,0,81,87
66,16.498,16.478,0.020,13.768,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.008,0.018,0.001,0.001,0.001,0.002,2.642,0,0,0,81,87
67,17.614,17.600,0.014,15.025,0.001,0.001,0.000,0.000,0.000,0.000,0.021,0.012,0.006,0.013,0.001,0.001,0.001,0.002,2.520,0,0,0,81,87
68,16.950,16.929,0.021,14.114,0.001,0.001,0.000,0.000,0.000,0.000,0.024,0.012,0.007,0.015,0.001,0.002,0.001,0.002,2.750,0,0,0,81,87
69,16.885,16.866,0.019,14.043,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.016,0.001,0.010,0.001,0.002,2.748,0,0,0,81,87
70,15.679,15.658,0.021,12.954,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.016,0.001,0.002,0.001,0.002,2.638,0,0,0,81,87
71,16.562,16.535,0.028,13.638,0.001,0.001,0.000,0.000,0.000,0.000,0.026,0.012,0.008,0.031,0.001,0.002,0.001,0.004,2.812,0,0,0,81,87
72,16.525,16.497,0.029,13.118,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.008,0.035,0.001,0.002,0.001,0.004,3.289,0,0,0,81,87
73,16.660,16.640,0.020,13.950,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.008,0.016,0.001,0.002,0.001,0.002,2.624,0,0,0,81,87
74,16.588,16.567,0.020,13.907,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.016,0.001,0.002,0.001,0.002,2.594,0,0,0,81,87
75,16.256,16.236,0.020,13.530,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.016,0.001,0.002,0.001,0.002,2.639,0,0,0,81,87
76,17.274,17.218,0.056,14.512,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.016,0.001,0.002,0.001,0.002,2.641,0,0,0,81,87
77,16.768,16.739,0.030,13.613,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.008,0.036,0.001,0.002,0.002,0.004,3.034,0,0,0,81,87
78,16.520,16.499,0.021,13.715,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.016,0.001,0.001,0.001,0.002,2.716,0,0,0,81,87
79,15.913,15.888,0.025,13.028,0.001,0.001,0.000,0.000,0.000,0.000,0.028,0.012,0.008,0.022,0.001,0.001,0.001,0.004,2.783,0,0,0,81,87
80,16.490,16.470,0.020,13.725,0.001,0.000,0.000,0.000,0.000,0.000,0.017,0.011,0.005,0.027,0.001,0.001,0.002,0.003,2.677,0,0,0,81,87
81,15.812,15.798,0.014,13.261,0.001,0.000,0.000,0.000,0.000,0.000,0.019,0.011,0.005,0.013,0.000,0.001,0.001,0.002,2.484,0,0,0,81,87
82,18.115,18.108,0.008,15.711,0.001,0.000,0.000,0.000,0.000,0.000,0.016,0.011,0.004,0.011,0.000,0.001,0.001,0.001,2.351,0,0,0,81,87
83,16.884,16.855,0.029,13.784,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.008,0.036,0.001,0.002,0.002,0.004,2.981,0,0,0,81,87
84,15.581,15.560,0.020,12.868,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.008,0.016,0.001,0.002,0.001,0.002,2.626,0,0,0,81,87
85,16.371,16.350,0.021,13.627,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.016,0.001,0.002,0.001,0.002,2.658,0,0,0,81,87
86,17.303,17.282,0.021,13.921,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.016,0.001,0.001,0.001,0.002,3.295,0,0,0,81,87
87,15.383,15.362,0.022,12.600,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.017,0.001,0.002,0.001,0.002,2.693,0,0,0,81,87
88,16.565,16.545,0.020,13.880,0.001,0.001,0.000,0.000,0.000,0.000,0.024,0.012,0.007,0.016,0.001,0.002,0.001,0.002,2.599,0,0,0,81,87
89,17.159,17.139,0.020,14.354,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.008,0.015,0.001,0.002,0.001,0.002,2.719,0,0,0,81,87
90,17.001,16.982,0.020,13.630,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.008,0.016,0.001,0.002,0.001,0.002,3.285,0,0,0,81,87
91,16.051,16.013,0.038,12.710,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.015,0.001,0.002,0.001,0.002,3.237,0,0,0,81,87
92,16.574,16.554,0.020,13.694,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.018,0.001,0.001,0.001,0.002,2.791,0,0,0,81,87
93,15.799,15.783,0.015,13.135,0.001,0.001,0.000,0.000,0.000,0.000,0.022,0.012,0.007,0.015,0.001,0.001,0.001,0.002,2.588,0,0,0,81,87
94,17.163,17.153,0.010,14.595,0.001,0.000,0.000,0.000,0.000,0.000,0.017,0.011,0.005,0.011,0.000,0.001,0.000,0.001,2.511,0,0,0,81,87
95,16.404,16.392,0.011,13.759,0.001,0.000,0.000,0.000,0.000,0.000,0.019,0.011,0.006,0.012,0.001,0.001,0.001,0.002,2.580,0,0,0,81,87
96,16.448,16.430,0.018,13.947,0.001,0.000,0.000,0.000,0.000,0.000,0.018,0.011,0.005,0.018,0.000,0.001,0.000,0.003,2.426,0,0,0,81,87
97,16.821,16.801,0.020,13.422,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.016,0.001,0.002,0.001,0.002,3.313,0,0,0,81,87
98,17.334,17.315,0.020,14.615,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.016,0.001,0.002,0.001,0.002,2.634,0,0,0,81,87
99,16.816,16.796,0.020,13.311,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.016,0.001,0.002,0.001,0.002,3.418,0,0,0,81,87
100,15.441,15.420,0.021,12.732,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.018,0.001,0.002,0.001,0.002,2.619,0,0,0,81,87
101,17.025,17.007,0.019,14.281,0.001,0.001,0.000,0.000,0.000,0.000,0.024,0.012,0.007,0.016,0.001,0.002,0.001,0.002,2.661,0,0,0,81,87
102,16.573,16.553,0.020,13.861,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.008,0.016,0.001,0.001,0.001,0.002,2.626,0,0,0,81,87
103,17.653,17.634,0.019,14.886,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.016,0.001,0.002,0.001,0.002,2.682,0,0,0,81,87
104,15.343,15.323,0.019,12.592,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.016,0.001,0.002,0.001,0.002,2.666,0,0,0,81,87
105,16.084,16.074,0.009,13.486,0.001,0.000,0.000,0.000,0.000,0.000,0.017,0.011,0.005,0.013,0.000,0.001,0.001,0.001,2.538,0,0,0,81,87
106,17.390,17.381,0.009,14.902,0.001,0.000,0.000,0.000,0.000,0.000,0.017,0.011,0.005,0.011,0.000,0.001,0.000,0.001,2.432,0,0,0,81,87
107,16.052,16.031,0.020,12.535,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.016,0.001,0.002,0.001,0.002,3.429,0,0,0,81,87
108,16.528,16.508,0.020,13.743,0.001,0.001,0.000,0.000,0.000,0.000,0.024,0.012,0.007,0.016,0.001,0.002,0.001,0.002,2.699,0,0,0,81,87
109,17.499,17.479,0.021,14.786,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.015,0.001,0.002,0.001,0.002,2.627,0,0,0,81,87
110,16.603,16.577,0.026,13.862,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.019,0.001,0.002,0.001,0.004,2.643,0,0,0,81,87
111,16.348,16.328,0.020,12.898,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.016,0.001,0.002,0.001,0.002,3.362,0,0,0,81,87
112,16.012,15.994,0.018,13.233,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.018,0.001,0.002,0.001,0.002,2.692,0,0,0,81,87
113,16.852,16.841,0.010,14.416,0.001,0.000,0.000,0.000,0.000,0.000,0.017,0.011,0.005,0.011,0.000,0.001,0.001,0.001,2.378,0,0,0,81,87
114,16.831,16.811,0.020,14.136,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.015,0.001,0.002,0.001,0.002,2.610,0,0,0,81,87
115,16.822,16.802,0.020,14.037,0.001,0.001,0.000,0.000,0.000,0.000,0.024,0.011,0.007,0.016,0.001,0.002,0.001,0.002,2.700,0,0,0,81,87
116,16.029,16.009,0.020,12.643,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.016,0.001,0.002,0.001,0.002,3.300,0,0,0,81,87
117,16.240,16.220,0.020,13.479,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.015,0.001,0.002,0.001,0.002,2.676,0,0,0,81,87
118,16.555,16.535,0.019,13.766,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.017,0.001,0.001,0.001,0.002,2.701,0,0,0,81,87
119,16.682,16.670,0.012,14.097,0.001,0.000,0.000,0.000,0.000,0.000,0.020,0.011,0.005,0.013,0.000,0.001,0.001,0.001,2.519,0,0,0,81,87
120,17.742,17.734,0.008,15.349,0.001,0.000,0.000,0.000,0.000,0.000,0.016,0.011,0.004,0.011,0.000,0.001,0.000,0.001,2.339,0,0,0,81,87
121,15.589,15.562,0.027,12.824,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.008,0.030,0.001,0.002,0.001,0.004,2.654,0,0,0,81,87
122,17.213,17.194,0.019,13.663,0.001,0.001,0.000,0.000,0.000,0.000,0.026,0.012,0.007,0.016,0.001,0.002,0.001,0.002,3.463,0,0,0,81,87
123,16.374,16.355,0.019,13.069,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.012,0.007,0.016,0.001,0.002,0.001,0.002,3.220,0,0,0,81,87
124,16.607,16.587,0.020,13.815,0.001,0.001,0.000,0.000,0.000,0.000,0.026,0.012,0.007,0.016,0.001,0.002,0.001,0.002,2.705,0,0,0,81,87
125,15.995,15.976,0.019,13.397,0.001,0.001,0.000,0.000,0.000,0.000,0.026,0.012,0.007,0.016,0.001,0.002,0.001,0.002,2.512,0,0,0,81,87
126,16.836,16.817,0.019,14.044,0.001,0.001,0.000,0.000,0.000,0.000,0.026,0.012,0.007,0.019,0.001,0.002,0.001,0.002,2.703,0,0,0,81,87
127,16.592,16.569,0.023,13.764,0.001,0.001,0.000,0.000,0.000,0.000,0.027,0.012,0.011,0.021,0.001,0.003,0.002,0.002,2.724,0,0,0,81,87
128,15.820,15.800,0.020,12.517,0.001,0.001,0.000,0.000,0.000,0.000,0.026,0.012,0.007,0.015,0.001,0.002,0.001,0.002,3.217,0,0,0,81,87
129,16.502,16.482,0.020,13.793,0.001,0.001,0.000,0.000,0.000,0.000,0.027,0.012,0.007,0.018,0.001,0.002,0.001,0.002,2.618,0,0,0,81,87
130,16.897,16.877,0.020,14.311,0.001,0.000,0.000,0.000,0.000,0.000,0.019,0.011,0.006,0.027,0.001,0.001,0.001,0.003,2.497,0,0,0,81,87
131,76.489,76.464,0.024,14.569,59.320,0.021,58.483,0.000,0.000,0.000,0.123,0.014,0.013,0.016,0.001,0.001,0.001,0.004,2.404,35,0,0,81,52
132,28.663,28.593,0.070,16.846,0.002,0.001,0.000,0.000,0.000,0.000,0.085,0.035,0.008,0.109,0.005,0.009,0.007,0.017,11.471,0,0,0,81,52
133,6.891,6.866,0.025,1.462,0.002,0.001,0.000,0.000,0.000,0.000,0.068,0.026,0.006,0.036,0.001,0.002,0.003,0.004,5.257,0,0,0,81,52
134,6.185,6.143,0.042,1.409,0.002,0.001,0.000,0.000,0.000,0.000,0.052,0.019,0.005,0.065,0.001,0.002,0.006,0.007,4.574,0,0,0,81,52
135,4.962,4.945,0.016,1.123,0.001,0.001,0.000,0.000,0.000,0.000,0.036,0.017,0.003,0.019,0.001,0.001,0.001,0.003,3.741,0,0,0,81,52
136,4.889,4.878,0.011,0.871,0.001,0.000,0.000,0.000,0.000,0.000,0.036,0.017,0.002,0.018,0.000,0.000,0.001,0.002,3.930,0,0,0,81,52
137,14.636,14.626,0.009,10.959,0.001,0.000,0.000,0.000,0.000,0.000,0.034,0.017,0.002,0.018,0.000,0.001,0.001,0.002,3.594,0,0,0,81,52
138,16.786,16.760,0.026,11.512,0.002,0.001,0.000,0.000,0.000,0.000,0.061,0.025,0.006,0.030,0.001,0.002,0.003,0.003,5.116,0,0,0,81,52
139,16.117,16.095,0.022,12.295,0.002,0.001,0.000,0.000,0.000,0.000,0.047,0.028,0.006,0.027,0.001,0.002,0.002,0.002,3.683,0,0,0,81,52
140,16.661,16.637,0.024,11.474,0.001,0.001,0.000,0.000,0.000,0.000,0.060,0.024,0.007,0.030,0.001,0.002,0.002,0.003,5.033,0,0,0,81,52
141,17.013,16.988,0.026,11.822,0.002,0.001,0.000,0.000,0.000,0.000,0.062,0.024,0.007,0.030,0.001,0.002,0.002,0.004,5.033,0,0,0,81,52
142,15.986,15.960,0.026,10.780,0.002,0.001,0.000,0.000,0.000,0.000,0.064,0.024,0.006,0.037,0.001,0.002,0.003,0.004,5.037,0,0,0,81,52
143,16.421,16.395,0.026,11.254,0.002,0.001,0.000,0.000,0.000,0.000,0.060,0.024,0.006,0.031,0.001,0.002,0.003,0.003,5.009,0,0,0,81,52
144,16.519,16.494,0.025,11.308,0.002,0.001,0.000,0.000,0.000,0.000,0.061,0.024,0.006,0.030,0.001,0.002,0.002,0.003,5.054,0,0,0,81,52
145,16.387,16.363,0.024,11.728,0.002,0.001,0.000,0.000,0.000,0.000,0.045,0.016,0.015,0.029,0.001,0.002,0.002,0.003,4.522,0,0,0,81,52
146,17.139,17.115,0.024,11.887,0.002,0.001,0.000,0.000,0.000,0.000,0.061,0.024,0.006,0.031,0.001,0.002,0.002,0.003,5.096,0,0,0,81,52
147,15.620,15.594,0.026,9.742,0.002,0.001,0.000,0.000,0.000,0.000,0.061,0.022,0.006,0.035,0.001,0.002,0.003,0.004,5.716,0,0,0,81,52
148,16.615,16.593,0.022,12.525,0.002,0.001,0.000,0.000,0.000,0.000,0.045,0.017,0.007,0.024,0.001,0.002,0.002,0.002,3.968,0,0,0,81,52
149,15.082,15.055,0.027,10.381,0.002,0.001,0.000,0.000,0.000,0.000,0.049,0.017,0.006,0.035,0.001,0.002,0.003,0.004,4.556,0,0,0,81,52
150,16.457,16.431,0.026,10.514,0.002,0.001,0.000,0.000,0.000,0.000,0.062,0.024,0.007,0.032,0.001,0.002,0.003,0.004,5.782,0,0,0,81,52
