Performance Profiler Log
Started: 20260413_011907
---
Frame,Total_ms,Accounted_ms,Unaccounted_ms,Render_ms,ChunkUpdate_ms,CU_ManagerUpdate_ms,CU_Eviction_ms,CU_SyncLoad_ms,CU_SyncWorldgen_ms,CU_SyncMesh_ms,ChunkStream_ms,ChunkAdopt_ms,ChunkMesh_ms,Physics_ms,SettlementScan_ms,SettlementRuntime_ms,Entity_ms,Input_ms,DebugUI_ms,ChunksEvicted,ChunksSyncGen,ChunksSyncLoaded,DesiredCount,ResidentCount
14,1.954,1.823,0.131,1.570,0.004,0.003,0.000,0.000,0.000,0.000,0.063,0.017,0.012,0.048,0.035,0.003,0.006,0.003,0.060,0,0,0,81,59
15,1.357,1.253,0.104,1.044,0.002,0.002,0.000,0.000,0.000,0.000,0.052,0.018,0.006,0.029,0.035,0.003,0.003,0.003,0.057,0,0,0,81,59
16,6.138,6.092,0.046,5.965,0.001,0.000,0.000,0.000,0.000,0.000,0.031,0.016,0.002,0.015,0.024,0.001,0.001,0.002,0.034,0,0,0,81,59
17,16.861,16.761,0.100,16.532,0.001,0.001,0.000,0.000,0.000,0.000,0.054,0.024,0.007,0.028,0.040,0.002,0.002,0.003,0.067,0,0,0,81,59
18,16.859,16.758,0.101,16.531,0.002,0.001,0.000,0.000,0.000,0.000,0.053,0.024,0.007,0.028,0.040,0.002,0.002,0.004,0.066,0,0,0,81,59
19,16.525,16.426,0.099,16.185,0.001,0.001,0.000,0.000,0.000,0.000,0.057,0.024,0.007,0.029,0.039,0.002,0.002,0.003,0.075,0,0,0,81,59
20,16.942,16.842,0.100,16.613,0.002,0.001,0.000,0.000,0.000,0.000,0.055,0.024,0.007,0.028,0.039,0.002,0.002,0.003,0.066,0,0,0,81,59
21,16.087,15.984,0.103,15.746,0.002,0.001,0.000,0.000,0.000,0.000,0.057,0.024,0.007,0.030,0.039,0.002,0.002,0.003,0.069,0,0,0,81,59
22,16.588,16.487,0.101,16.261,0.001,0.001,0.000,0.000,0.000,0.000,0.056,0.024,0.007,0.030,0.040,0.002,0.002,0.003,0.061,0,0,0,81,59
23,17.137,17.059,0.078,16.892,0.001,0.001,0.000,0.000,0.000,0.000,0.043,0.015,0.007,0.021,0.028,0.002,0.002,0.003,0.045,0,0,0,81,59
24,16.701,16.578,0.123,16.307,0.002,0.001,0.000,0.000,0.000,0.000,0.059,0.033,0.037,0.032,0.039,0.002,0.003,0.004,0.060,0,0,0,81,59
25,16.339,14.930,1.408,14.699,0.002,0.001,0.000,0.000,0.000,0.000,0.059,0.024,0.007,0.028,0.038,0.002,0.003,0.004,0.064,0,0,0,81,59
26,19.905,19.803,0.102,19.571,0.002,0.002,0.000,0.000,0.000,0.000,0.059,0.024,0.007,0.030,0.038,0.002,0.003,0.003,0.062,0,0,0,81,59
27,25.989,25.884,0.105,1.653,0.002,0.001,0.000,0.000,0.000,0.000,0.193,23.910,0.011,0.029,0.030,0.002,0.003,0.003,0.047,0,0,0,81,59
28,22.185,22.059,0.126,1.230,0.002,0.002,0.000,0.000,0.000,0.000,0.049,20.654,0.005,0.022,0.031,0.003,0.003,0.004,0.053,0,0,0,81,60
29,0.983,0.891,0.092,0.728,0.001,0.001,0.000,0.000,0.000,0.000,0.040,0.018,0.004,0.022,0.031,0.001,0.002,0.003,0.042,0,0,0,81,61
30,14.532,14.480,0.052,14.349,0.001,0.001,0.000,0.000,0.000,0.000,0.031,0.017,0.002,0.015,0.025,0.001,0.001,0.002,0.036,0,0,0,81,61
31,16.194,16.099,0.095,15.886,0.002,0.001,0.000,0.000,0.000,0.000,0.040,0.022,0.007,0.023,0.040,0.002,0.003,0.003,0.070,0,0,0,81,61
32,21.861,21.734,0.127,0.993,0.002,0.001,0.000,0.000,0.000,0.000,0.055,20.528,0.007,0.028,0.039,0.002,0.002,0.003,0.073,0,0,0,81,61
33,22.486,21.944,0.543,1.198,0.002,0.001,0.000,0.000,0.000,0.000,0.050,20.549,0.005,0.029,0.038,0.002,0.002,0.003,0.063,0,0,0,81,62
34,23.069,22.968,0.100,1.829,0.002,0.001,0.000,0.000,0.000,0.000,0.046,20.944,0.007,0.028,0.033,0.002,0.004,0.003,0.070,0,0,0,81,63
35,19.336,19.142,0.194,1.393,0.002,0.002,0.000,0.000,0.000,0.000,0.043,17.555,0.007,0.034,0.038,0.002,0.003,0.003,0.059,0,0,0,81,64
36,19.532,19.450,0.082,1.008,0.001,0.001,0.000,0.000,0.000,0.000,0.034,18.310,0.004,0.020,0.029,0.001,0.002,0.003,0.038,0,0,0,81,65
37,14.396,14.313,0.083,1.102,0.001,0.001,0.000,0.000,0.000,0.000,0.024,13.111,0.004,0.015,0.020,0.001,0.001,0.002,0.029,0,0,0,81,66
38,14.614,14.539,0.075,1.211,0.001,0.001,0.000,0.000,0.000,0.000,0.022,13.235,0.003,0.014,0.021,0.001,0.001,0.002,0.028,0,0,0,81,67
39,13.494,13.406,0.088,1.550,0.001,0.001,0.000,0.000,0.000,0.000,0.024,11.760,0.004,0.014,0.021,0.001,0.001,0.002,0.028,0,0,0,81,68
40,12.768,12.688,0.079,1.362,0.001,0.001,0.000,0.000,0.000,0.000,0.030,11.201,0.003,0.019,0.028,0.001,0.001,0.002,0.038,0,0,0,81,69
41,14.245,14.122,0.123,0.657,0.002,0.001,0.000,0.000,0.000,0.000,0.039,13.221,0.009,0.057,0.041,0.004,0.008,0.004,0.079,0,0,0,81,70
42,12.997,12.932,0.065,1.014,0.001,0.001,0.000,0.000,0.000,0.000,0.022,11.822,0.003,0.013,0.020,0.001,0.001,0.002,0.031,0,0,0,81,71
43,12.745,12.671,0.075,0.699,0.001,0.001,0.000,0.000,0.000,0.000,0.022,11.878,0.003,0.015,0.020,0.001,0.001,0.002,0.028,0,0,0,81,72
44,14.298,13.599,0.699,2.450,0.001,0.001,0.000,0.000,0.000,0.000,0.032,11.019,0.003,0.021,0.027,0.001,0.001,0.002,0.041,0,0,0,81,73
45,17.004,16.927,0.077,16.763,0.001,0.001,0.000,0.000,0.000,0.000,0.032,0.016,0.006,0.022,0.027,0.002,0.002,0.003,0.051,0,0,0,81,74
46,16.598,16.472,0.125,16.182,0.002,0.001,0.000,0.000,0.000,0.000,0.058,0.031,0.009,0.035,0.051,0.002,0.002,0.004,0.094,0,0,0,81,74
47,16.986,16.895,0.091,1.462,0.002,0.001,0.000,0.000,0.000,0.000,0.034,15.269,0.007,0.027,0.029,0.002,0.002,0.003,0.057,0,0,0,81,74
48,16.434,16.348,0.086,16.177,0.002,0.001,0.000,0.000,0.000,0.000,0.035,0.016,0.006,0.030,0.028,0.002,0.003,0.003,0.044,0,0,0,81,75
49,16.411,16.281,0.130,15.996,0.002,0.002,0.000,0.000,0.000,0.000,0.059,0.031,0.010,0.037,0.052,0.002,0.003,0.004,0.083,0,0,0,81,75
50,16.863,16.785,0.078,16.625,0.001,0.001,0.000,0.000,0.000,0.000,0.035,0.016,0.007,0.021,0.030,0.002,0.002,0.003,0.044,0,0,0,81,75
51,15.762,15.682,0.080,15.509,0.002,0.001,0.000,0.000,0.000,0.000,0.035,0.016,0.006,0.021,0.028,0.002,0.002,0.003,0.058,0,0,0,81,75
52,16.658,12.705,3.954,12.526,0.002,0.001,0.000,0.000,0.000,0.000,0.035,0.016,0.006,0.024,0.030,0.002,0.002,0.003,0.059,0,0,0,81,75
53,16.617,12.154,4.463,11.928,0.002,0.001,0.000,0.000,0.000,0.000,0.033,0.015,0.006,0.036,0.064,0.002,0.003,0.005,0.059,0,0,0,81,75
54,15.281,11.333,3.948,11.161,0.002,0.001,0.000,0.000,0.000,0.000,0.035,0.016,0.006,0.023,0.029,0.002,0.002,0.003,0.054,0,0,0,81,75
55,16.438,12.498,3.940,12.333,0.002,0.001,0.000,0.000,0.000,0.000,0.035,0.015,0.006,0.022,0.028,0.002,0.002,0.003,0.049,0,0,0,81,75
56,16.600,12.572,4.028,12.361,0.002,0.001,0.000,0.000,0.000,0.000,0.036,0.022,0.006,0.035,0.051,0.002,0.002,0.005,0.050,0,0,0,81,75
57,16.824,12.852,3.972,12.681,0.002,0.001,0.000,0.000,0.000,0.000,0.035,0.016,0.006,0.022,0.028,0.002,0.002,0.003,0.055,0,0,0,81,75
58,16.421,12.514,3.907,12.341,0.002,0.001,0.000,0.000,0.000,0.000,0.035,0.016,0.006,0.021,0.028,0.002,0.002,0.003,0.056,0,0,0,81,75
59,16.053,12.095,3.957,11.898,0.002,0.001,0.000,0.000,0.000,0.000,0.029,0.011,0.005,0.035,0.050,0.002,0.003,0.003,0.056,0,0,0,81,75
60,16.402,11.749,4.652,11.552,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.004,0.052,0.052,0.002,0.002,0.004,0.042,0,0,0,81,75
61,16.349,12.214,4.135,12.043,0.002,0.001,0.000,0.000,0.000,0.000,0.034,0.016,0.006,0.022,0.027,0.002,0.002,0.003,0.058,0,0,0,81,75
62,16.903,10.950,5.953,10.567,0.002,0.001,0.000,0.000,0.000,0.000,0.046,0.019,0.005,0.022,0.027,0.002,0.002,0.003,0.254,0,0,0,81,75
63,17.622,11.917,5.705,11.707,0.002,0.001,0.000,0.000,0.000,0.000,0.035,0.016,0.005,0.040,0.041,0.002,0.002,0.003,0.063,0,0,0,81,75
64,15.046,8.686,6.360,8.411,0.003,0.002,0.000,0.000,0.000,0.000,0.061,0.031,0.009,0.023,0.029,0.002,0.002,0.003,0.112,0,0,0,81,75
65,17.706,13.739,3.968,13.561,0.002,0.001,0.000,0.000,0.000,0.000,0.035,0.016,0.006,0.023,0.029,0.003,0.004,0.003,0.055,0,0,0,81,75
66,16.035,12.138,3.897,11.959,0.002,0.002,0.000,0.000,0.000,0.000,0.036,0.016,0.007,0.026,0.029,0.002,0.003,0.003,0.055,0,0,0,81,75
67,16.803,12.904,3.899,12.733,0.002,0.001,0.000,0.000,0.000,0.000,0.036,0.015,0.006,0.021,0.029,0.002,0.002,0.003,0.056,0,0,0,81,75
68,16.396,12.193,4.204,12.005,0.002,0.001,0.000,0.000,0.000,0.000,0.036,0.016,0.006,0.025,0.029,0.002,0.002,0.003,0.066,0,0,0,81,75
69,16.678,12.632,4.046,12.418,0.002,0.001,0.000,0.000,0.000,0.000,0.035,0.016,0.006,0.036,0.054,0.002,0.003,0.004,0.056,0,0,0,81,75
70,16.476,10.499,5.976,10.310,0.002,0.001,0.000,0.000,0.000,0.000,0.035,0.016,0.007,0.022,0.028,0.002,0.002,0.003,0.072,0,0,0,81,75
71,16.659,12.737,3.922,12.562,0.002,0.001,0.000,0.000,0.000,0.000,0.037,0.016,0.006,0.022,0.028,0.002,0.002,0.003,0.058,0,0,0,81,75
72,16.481,11.307,5.173,11.039,0.002,0.001,0.000,0.000,0.000,0.000,0.051,0.026,0.007,0.037,0.054,0.002,0.002,0.004,0.082,0,0,0,81,75
73,16.136,11.840,4.295,11.660,0.002,0.001,0.000,0.000,0.000,0.000,0.035,0.016,0.006,0.026,0.030,0.002,0.003,0.003,0.058,0,0,0,81,75
74,16.084,12.048,4.036,11.698,0.002,0.001,0.000,0.000,0.000,0.000,0.034,0.015,0.006,0.029,0.194,0.002,0.003,0.003,0.062,0,0,0,81,75
75,17.227,13.215,4.012,13.055,0.001,0.001,0.000,0.000,0.000,0.000,0.034,0.015,0.006,0.021,0.028,0.002,0.002,0.003,0.048,0,0,0,81,75
76,16.160,12.275,3.885,12.090,0.002,0.002,0.000,0.000,0.000,0.000,0.040,0.019,0.007,0.025,0.029,0.002,0.002,0.003,0.055,0,0,0,81,75
77,16.249,12.264,3.985,12.085,0.002,0.001,0.000,0.000,0.000,0.000,0.036,0.017,0.006,0.022,0.033,0.002,0.002,0.003,0.056,0,0,0,81,75
78,17.313,13.380,3.933,13.190,0.002,0.001,0.000,0.000,0.000,0.000,0.035,0.016,0.007,0.025,0.033,0.004,0.002,0.003,0.064,0,0,0,81,75
79,16.136,12.234,3.902,12.065,0.002,0.002,0.000,0.000,0.000,0.000,0.034,0.015,0.006,0.024,0.028,0.002,0.002,0.003,0.053,0,0,0,81,75
80,16.646,12.749,3.897,12.547,0.002,0.001,0.000,0.000,0.000,0.000,0.035,0.016,0.006,0.035,0.051,0.002,0.002,0.004,0.050,0,0,0,81,75
81,16.810,12.792,4.018,12.620,0.002,0.001,0.000,0.000,0.000,0.000,0.035,0.016,0.006,0.024,0.029,0.002,0.002,0.003,0.053,0,0,0,81,75
82,16.519,12.558,3.961,12.391,0.002,0.001,0.000,0.000,0.000,0.000,0.036,0.016,0.006,0.020,0.027,0.002,0.001,0.003,0.051,0,0,0,81,75
83,16.793,12.805,3.988,12.614,0.002,0.001,0.000,0.000,0.000,0.000,0.036,0.016,0.006,0.023,0.042,0.002,0.002,0.003,0.058,0,0,0,81,75
84,16.592,12.594,3.998,12.378,0.002,0.001,0.000,0.000,0.000,0.000,0.035,0.021,0.006,0.035,0.052,0.002,0.002,0.004,0.054,0,0,0,81,75
85,16.673,11.565,5.108,11.383,0.002,0.001,0.000,0.000,0.000,0.000,0.041,0.018,0.006,0.021,0.028,0.002,0.002,0.003,0.060,0,0,0,81,75
86,16.256,12.185,4.070,12.018,0.002,0.001,0.000,0.000,0.000,0.000,0.035,0.016,0.006,0.022,0.028,0.002,0.002,0.003,0.051,0,0,0,81,75
87,16.920,12.387,4.533,12.177,0.002,0.001,0.000,0.000,0.000,0.000,0.036,0.016,0.006,0.034,0.052,0.002,0.002,0.004,0.055,0,0,0,81,75
88,16.689,12.610,4.078,12.446,0.002,0.002,0.000,0.000,0.000,0.000,0.034,0.016,0.006,0.022,0.028,0.002,0.002,0.003,0.049,0,0,0,81,75
89,16.349,12.784,3.565,7.449,0.002,0.001,0.000,0.000,0.000,0.000,0.028,5.196,0.005,0.023,0.029,0.002,0.002,0.003,0.044,0,0,0,81,75
90,16.296,12.428,3.867,12.259,0.002,0.001,0.000,0.000,0.000,0.000,0.033,0.016,0.006,0.023,0.028,0.002,0.002,0.003,0.054,0,0,0,81,76
91,16.579,12.655,3.924,4.419,0.002,0.001,0.000,0.000,0.000,0.000,0.034,8.080,0.006,0.022,0.028,0.002,0.002,0.003,0.057,0,0,0,81,76
92,17.409,13.471,3.938,13.264,0.002,0.001,0.000,0.000,0.000,0.000,0.035,0.015,0.006,0.036,0.052,0.002,0.003,0.004,0.053,0,0,0,81,77
93,16.297,13.646,2.651,2.925,0.001,0.001,0.000,0.000,0.000,0.000,0.025,10.615,0.004,0.021,0.020,0.001,0.001,0.002,0.029,0,0,0,81,77
94,223.598,220.168,3.430,0.977,0.001,0.001,0.000,0.000,0.000,0.000,0.026,11.262,0.005,0.022,207.820,0.001,0.003,0.003,0.048,0,0,0,81,78
95,21.546,18.747,2.799,1.178,0.003,0.002,0.000,0.000,0.000,0.000,0.040,17.417,0.007,0.021,0.025,0.002,0.002,0.002,0.049,0,0,0,81,79
96,22.775,20.010,2.766,3.347,0.001,0.001,0.000,0.000,0.000,0.000,0.023,16.530,0.004,0.027,0.034,0.005,0.003,0.004,0.031,0,0,0,81,80
97,3.602,0.992,2.610,0.875,0.001,0.001,0.000,0.000,0.000,0.000,0.023,0.010,0.003,0.017,0.024,0.001,0.002,0.002,0.032,0,0,0,81,81
98,3.277,0.601,2.676,0.406,0.001,0.001,0.000,0.000,0.000,0.000,0.020,0.010,0.003,0.029,0.059,0.001,0.001,0.004,0.067,0,0,0,81,81
99,7.190,4.710,2.480,4.621,0.001,0.001,0.000,0.000,0.000,0.000,0.019,0.010,0.003,0.009,0.019,0.000,0.000,0.001,0.026,0,0,0,81,81
100,15.660,13.178,2.482,13.085,0.001,0.000,0.000,0.000,0.000,0.000,0.017,0.010,0.003,0.011,0.021,0.001,0.000,0.001,0.029,0,0,0,81,81
101,17.738,15.304,2.434,15.226,0.001,0.000,0.000,0.000,0.000,0.000,0.014,0.009,0.002,0.009,0.019,0.001,0.000,0.001,0.022,0,0,0,81,81
102,15.918,13.222,2.696,13.038,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.010,0.004,0.032,0.064,0.002,0.001,0.004,0.042,0,0,0,81,81
103,17.083,14.635,2.448,14.547,0.001,0.000,0.000,0.000,0.000,0.000,0.016,0.010,0.002,0.010,0.021,0.001,0.001,0.001,0.026,0,0,0,81,81
104,16.233,13.579,2.654,13.449,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.004,0.015,0.024,0.001,0.001,0.002,0.044,0,0,0,81,81
105,16.742,14.186,2.556,14.085,0.001,0.001,0.000,0.000,0.000,0.000,0.022,0.010,0.003,0.012,0.022,0.001,0.001,0.002,0.027,0,0,0,81,81
106,16.154,13.662,2.492,13.569,0.001,0.001,0.000,0.000,0.000,0.000,0.019,0.010,0.003,0.010,0.021,0.001,0.001,0.002,0.025,0,0,0,81,81
107,17.022,14.425,2.597,14.333,0.001,0.001,0.000,0.000,0.000,0.000,0.019,0.010,0.002,0.010,0.020,0.001,0.000,0.001,0.027,0,0,0,81,81
108,16.652,14.098,2.554,14.005,0.001,0.001,0.000,0.000,0.000,0.000,0.019,0.010,0.003,0.010,0.021,0.001,0.000,0.002,0.026,0,0,0,81,81
109,16.309,13.701,2.608,13.604,0.001,0.001,0.000,0.000,0.000,0.000,0.020,0.010,0.003,0.011,0.023,0.001,0.001,0.001,0.026,0,0,0,81,81
110,16.812,14.324,2.488,14.241,0.001,0.001,0.000,0.000,0.000,0.000,0.016,0.009,0.002,0.010,0.020,0.001,0.000,0.001,0.023,0,0,0,81,81
111,16.937,14.296,2.641,14.188,0.001,0.001,0.000,0.000,0.000,0.000,0.024,0.011,0.004,0.011,0.022,0.001,0.000,0.001,0.032,0,0,0,81,81
112,16.060,13.405,2.655,13.129,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.004,0.014,0.024,0.002,0.001,0.002,0.192,0,0,0,81,81
113,16.794,14.247,2.547,14.155,0.001,0.001,0.000,0.000,0.000,0.000,0.018,0.010,0.003,0.011,0.022,0.001,0.001,0.002,0.024,0,0,0,81,81
114,17.563,15.069,2.494,14.982,0.001,0.001,0.000,0.000,0.000,0.000,0.017,0.010,0.002,0.011,0.021,0.001,0.001,0.002,0.023,0,0,0,81,81
115,16.576,13.955,2.621,13.830,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.004,0.018,0.024,0.002,0.001,0.003,0.035,0,0,0,81,81
116,16.060,12.637,3.422,12.445,0.002,0.001,0.000,0.000,0.000,0.000,0.025,0.011,0.004,0.033,0.067,0.002,0.002,0.004,0.043,0,0,0,81,81
117,17.103,14.505,2.598,14.389,0.001,0.001,0.000,0.000,0.000,0.000,0.023,0.015,0.004,0.014,0.024,0.001,0.001,0.002,0.031,0,0,0,81,81
118,15.596,12.964,2.632,12.867,0.001,0.001,0.000,0.000,0.000,0.000,0.021,0.010,0.003,0.011,0.022,0.001,0.001,0.002,0.026,0,0,0,81,81
119,17.525,15.059,2.466,14.980,0.000,0.000,0.000,0.000,0.000,0.000,0.014,0.009,0.002,0.009,0.019,0.000,0.000,0.001,0.022,0,0,0,81,81
120,16.328,13.561,2.767,13.444,0.001,0.001,0.000,0.000,0.000,0.000,0.023,0.010,0.004,0.015,0.024,0.001,0.002,0.002,0.035,0,0,0,81,81
121,16.246,13.578,2.668,13.482,0.001,0.001,0.000,0.000,0.000,0.000,0.020,0.010,0.003,0.011,0.020,0.001,0.001,0.001,0.028,0,0,0,81,81
122,17.105,14.254,2.852,14.127,0.001,0.001,0.000,0.000,0.000,0.000,0.023,0.011,0.003,0.024,0.029,0.001,0.001,0.002,0.031,0,0,0,81,81
123,16.879,14.186,2.693,14.058,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.010,0.004,0.016,0.029,0.002,0.001,0.002,0.037,0,0,0,81,81
124,15.812,13.131,2.681,13.023,0.001,0.001,0.000,0.000,0.000,0.000,0.019,0.010,0.003,0.015,0.024,0.001,0.002,0.002,0.030,0,0,0,81,81
125,16.710,14.242,2.468,14.151,0.001,0.001,0.000,0.000,0.000,0.000,0.017,0.009,0.002,0.012,0.022,0.001,0.001,0.002,0.025,0,0,0,81,81
126,16.738,14.269,2.468,14.180,0.001,0.000,0.000,0.000,0.000,0.000,0.018,0.010,0.002,0.011,0.020,0.001,0.000,0.001,0.024,0,0,0,81,81
127,17.050,14.106,2.944,14.024,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.010,0.002,0.010,0.019,0.001,0.001,0.001,0.022,0,0,0,81,81
128,16.691,14.026,2.665,13.876,0.001,0.000,0.000,0.000,0.000,0.000,0.018,0.010,0.003,0.029,0.059,0.001,0.002,0.003,0.025,0,0,0,81,81
129,16.416,13.721,2.695,13.576,0.001,0.001,0.000,0.000,0.000,0.000,0.028,0.011,0.005,0.019,0.031,0.001,0.002,0.002,0.044,0,0,0,81,81
130,16.780,14.079,2.701,13.965,0.001,0.001,0.000,0.000,0.000,0.000,0.024,0.010,0.004,0.013,0.025,0.001,0.001,0.002,0.033,0,0,0,81,81
131,16.119,13.441,2.678,13.274,0.001,0.001,0.000,0.000,0.000,0.000,0.025,0.010,0.004,0.031,0.061,0.001,0.001,0.004,0.029,0,0,0,81,81
132,16.694,14.134,2.560,14.032,0.001,0.001,0.000,0.000,0.000,0.000,0.022,0.010,0.003,0.013,0.023,0.001,0.001,0.002,0.026,0,0,0,81,81
133,16.730,14.218,2.513,14.116,0.001,0.001,0.000,0.000,0.000,0.000,0.030,0.010,0.003,0.010,0.021,0.001,0.001,0.001,0.025,0,0,0,81,81
134,16.663,12.013,4.651,11.836,0.001,0.001,0.000,0.000,0.000,0.000,0.022,0.010,0.004,0.032,0.066,0.002,0.002,0.006,0.032,0,0,0,81,81
135,16.368,13.908,2.460,13.807,0.001,0.001,0.000,0.000,0.000,0.000,0.020,0.010,0.004,0.013,0.023,0.001,0.001,0.002,0.026,0,0,0,81,81
136,16.568,14.071,2.498,13.969,0.001,0.001,0.000,0.000,0.000,0.000,0.021,0.010,0.003,0.013,0.022,0.001,0.001,0.002,0.027,0,0,0,81,81
137,16.950,14.283,2.668,14.170,0.001,0.001,0.000,0.000,0.000,0.000,0.024,0.011,0.003,0.012,0.023,0.001,0.000,0.002,0.034,0,0,0,81,81
138,16.105,13.623,2.482,13.521,0.001,0.001,0.000,0.000,0.000,0.000,0.023,0.011,0.003,0.012,0.022,0.001,0.001,0.002,0.025,0,0,0,81,81
139,16.317,13.846,2.471,13.762,0.001,0.001,0.000,0.000,0.000,0.000,0.015,0.010,0.002,0.010,0.021,0.001,0.001,0.001,0.023,0,0,0,81,81
140,17.599,15.108,2.491,15.023,0.001,0.001,0.000,0.000,0.000,0.000,0.015,0.010,0.002,0.010,0.019,0.001,0.001,0.001,0.025,0,0,0,81,81
141,16.434,13.876,2.558,13.786,0.001,0.001,0.000,0.000,0.000,0.000,0.018,0.010,0.003,0.011,0.020,0.001,0.001,0.001,0.024,0,0,0,81,81
142,16.437,13.805,2.631,13.686,0.001,0.001,0.000,0.000,0.000,0.000,0.023,0.011,0.004,0.017,0.023,0.001,0.001,0.002,0.035,0,0,0,81,81
143,16.335,13.611,2.725,13.509,0.001,0.001,0.000,0.000,0.000,0.000,0.020,0.010,0.003,0.013,0.023,0.001,0.001,0.002,0.028,0,0,0,81,81
144,16.575,13.969,2.606,13.868,0.001,0.001,0.000,0.000,0.000,0.000,0.021,0.010,0.003,0.012,0.022,0.001,0.001,0.002,0.029,0,0,0,81,81
145,15.711,13.155,2.556,13.058,0.001,0.000,0.000,0.000,0.000,0.000,0.018,0.013,0.002,0.011,0.023,0.002,0.001,0.002,0.025,0,0,0,81,81
146,16.856,14.388,2.468,14.306,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.009,0.002,0.010,0.020,0.001,0.000,0.001,0.022,0,0,0,81,81
147,16.663,14.246,2.417,14.158,0.001,0.000,0.000,0.000,0.000,0.000,0.017,0.010,0.002,0.012,0.020,0.001,0.001,0.002,0.024,0,0,0,81,81
148,17.026,14.645,2.381,14.567,0.001,0.000,0.000,0.000,0.000,0.000,0.015,0.009,0.002,0.010,0.019,0.001,0.000,0.001,0.022,0,0,0,81,81
149,16.159,13.546,2.613,13.454,0.000,0.000,0.000,0.000,0.000,0.000,0.018,0.010,0.002,0.010,0.019,0.001,0.000,0.001,0.031,0,0,0,81,81
150,16.983,14.552,2.431,14.467,0.001,0.000,0.000,0.000,0.000,0.000,0.016,0.009,0.002,0.010,0.019,0.001,0.001,0.001,0.026,0,0,0,81,81
